Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Halterworth Primary School,22AYF0617720,"122,116.14 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Halterworth Primary School,22AYF0617721,"29,757.13 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,11/05/2022,Grants Expenditure,ESFA Funding Directorate,HALTON BOROUGH COUNCIL,22DSG001012,"3,313,747.00 ",Current grants - Local Government,,,,,,,,,
Department for Education,ESFA,20/05/2022,Grants Expenditure,ESFA Funding Directorate,HALTON BOROUGH COUNCIL,22DSG001312,"3,313,747.00 ",Current grants - Local Government,,,,,,,,,
Department for Education,ESFA,31/05/2022,Grants Expenditure,ESFA Funding Directorate,HALTON BOROUGH COUNCIL,23LAADD01845,"633,114.00 ",Current grants - Local Government,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Haltwhistle First Academy,22AYF0619414,"68,548.11 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Ham Dingle Primary School,22AYF0617392,"116,652.70 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hambleton Primary Academy,22AYF0594636,"64,550.37 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hambridge Community Primary School,22AYF0613449,"37,654.48 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hamford Primary Academy,22AYF0584462,"113,433.76 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hamilton Academy,22AYF0593571,"52,285.90 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hamilton Academy,22AYF0595703,"208,413.71 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hamilton School (Phoenix College),22AYF0600153,"46,666.65 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,18/05/2022,Grants Expenditure,ESFA Funding Directorate,HAMMERSMITH & FULHAM LONDON BOROUGH COUNCIL,ED212220210536706,"357,148.31 ",Current grants - Local Government,,,,,,,,,
Department for Education,ESFA,11/05/2022,Grants Expenditure,ESFA Funding Directorate,HAMMERSMITH & FULHAM LONDON BOROUGH COUNCIL,22DSG001011,"3,401,493.00 ",Current grants - Local Government,,,,,,,,,
Department for Education,ESFA,18/05/2022,Grants Expenditure,ESFA Funding Directorate,HAMMERSMITH & FULHAM LONDON BOROUGH COUNCIL,21SSF032194,"-42,875.00 ",Current grants - Local Government,,,,,,,,,
Department for Education,ESFA,20/05/2022,Grants Expenditure,ESFA Funding Directorate,HAMMERSMITH & FULHAM LONDON BOROUGH COUNCIL,22DSG001311,"3,401,493.00 ",Current grants - Local Government,,,,,,,,,
Department for Education,ESFA,31/05/2022,Grants Expenditure,ESFA Funding Directorate,HAMMERSMITH & FULHAM LONDON BOROUGH COUNCIL,23LAADD01866,"457,164.00 ",Current grants - Local Government,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hammersmith Academy,22AYF0595706,"416,955.32 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hammersmith Academy,22AYF0595708,"29,686.31 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hammersmith Academy,22AYF0595709,"114,402.87 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/05/2022,Grants Expenditure,ESFA Funding Directorate,Hammersmith Academy,EUPS856914,"27,438.75 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hammond Academy,22AYF0586033,"132,571.47 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hammond School,22AYF0594898,"93,070.20 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hamp Academy,22AYF0588296,"131,461.03 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,18/05/2022,Grants Expenditure,ESFA Funding Directorate,Hampshire County Council,ED212220210536698,"91,175.72 ",Current grants - Local Government,,,,,,,,,
Department for Education,ESFA,20/05/2022,Grants Expenditure,ESFA Funding Directorate,Hampshire County Council,FCSAEB A184755-A,"188,601.00 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,20/05/2022,Grants Expenditure,Post 16 Regions and FE Provider Oversight,Hampshire County Council,FCSESF A157825-A,"27,071.61 ",Current grants   Private Sector - Non Profit Institutions Serving Households,,,,,,,,,
Department for Education,ESFA,11/05/2022,Grants Expenditure,ESFA Funding Directorate,Hampshire County Council,22DSG001010,"36,076,287.00 ",Current grants - Local Government,,,,,,,,,
Department for Education,ESFA,20/05/2022,Grants Expenditure,ESFA Funding Directorate,Hampshire County Council,22DSG001310,"36,076,287.00 ",Current grants - Local Government,,,,,,,,,
Department for Education,ESFA,31/05/2022,Grants Expenditure,ESFA Funding Directorate,Hampshire County Council,23LAADD01776,"7,836,055.00 ",Current grants - Local Government,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hampsthwaite C of E Primary School,22AYF0619758,"38,088.59 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hampton College,22AYF0595712,"593,867.77 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hampton College,22AYF0595715,"77,854.61 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hampton Gardens Secondary School,22AYF0595718,"463,268.78 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hampton High,22AYF0614549,"429,937.70 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hampton Lakes Primary School,22AYF0595725,"47,549.77 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hampton Primary School,22AYF0595734,"206,515.12 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hampton Vale Primary Academy,22AYF0594442,"186,470.94 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hamsey Green Primary School,22AYF0608823,"92,324.55 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hamstead Hall Academy,22AYF0595739,"68,485.49 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hamstead Hall Academy,22AYF0595742,"468,502.15 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/05/2022,Grants Expenditure,ESFA Funding Directorate,Hamstead Hall Academy,EUPS857901,"32,099.06 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hamstel Infant School and Nursery,22AYF0603870,"152,510.60 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hamstel Junior School,22AYF0603875,"198,004.24 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hamstreet Primary Academy,22AYF0584646,"89,236.35 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hamworthy Park Junior School,22AYF0595774,"150,774.95 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hanborough Manor CofE School,22AYF0593969,"60,069.55 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Handale Primary School,EUPS828731,"-69,170.68 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Handale Primary School,22AYF0621052,"69,170.66 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Handale Primary School,22AYF0621053,"69,170.66 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,HANDFORD HALL PRIMARY SCHOOL,22AYF0602375,"116,213.13 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Handforth Grange Primary,22AYF0594453,"93,497.89 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Handsworth Grange Community Sports College,22AYF0600707,"485,012.08 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/05/2022,Grants Expenditure,ESFA Funding Directorate,Handsworth Grange Community Sports College,EUPS858944,"26,814.38 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Handsworth Wood Girls' Academy,22AYF0598096,"78,555.48 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Handsworth Wood Girls' Academy,22AYF0598100,"416,562.40 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/05/2022,Grants Expenditure,ESFA Funding Directorate,Handsworth Wood Girls' Academy,EUPS857898,"32,416.88 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hanham Woods Academy,22AYF0588645,"344,170.97 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hanley Castle High School,22AYF0595866,"372,643.59 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hanley Castle High School,22AYF0595868,"74,280.09 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hanley Swan St Gabriel's St Mary's CofE Primary,22AYF0595871,"33,495.83 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hannah More Infant School,22AYF0599457,"40,957.21 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hans Price Academy,22AYF0588648,"479,255.05 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/05/2022,Grants Expenditure,ESFA Funding Directorate,Hans Price Academy,EUPS859740,"32,298.75 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hanwell Fields Community School,22AYF0617320,"127,364.39 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hanwell Fields Community School,22AYF0617322,"26,805.88 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,20/05/2022,Grants Expenditure,Apprenticeships,HAPPY COMPUTERS LTD,FCSAPP A481257-A,"44,929.39 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Harbertonford Church of England Primary School,22AYF0599637,"28,977.49 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Harborne Academy,22AYF0595877,"328,088.69 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Harborne Academy,22AYF0595879,"26,917.76 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/05/2022,Grants Expenditure,ESFA Funding Directorate,Harborne Academy,EUPS857932,"33,750.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Harbour School Dorset,22AYF0610887,"33,333.32 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Harbour Vale School,22AYF0605982,"29,999.99 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Harden Primary School,22AYF0593831,"60,567.50 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hardenhuish School,22AYF0595881,"534,808.50 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hardenhuish School,22AYF0595882,"30,156.27 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hardenhuish School,22AYF0595884,"115,071.57 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/05/2022,Grants Expenditure,ESFA Funding Directorate,Hardenhuish School,EUPS892624,"26,593.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hardingstone Academy,22AYF0592360,"66,764.17 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hardwick Green Primary Academy,22AYF0611880,"114,988.11 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hardwick Primary School,22AYF0585200,"75,111.06 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hardwick Primary School,22AYF0591370,"212,613.60 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hardwick Primary School,22AYF0594989,"64,568.55 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hardwicke Parochial Academy,22AYF0611254,"123,960.19 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hareclive E-ACT Academy,22AYF0592256,"152,735.90 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Harefield Primary School,22AYF0595777,"146,086.11 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,18/05/2022,Grants Expenditure,ESFA Funding Directorate,HARINGEY LONDON BOROUGH COUNCIL,ED212220210536726,"187,704.12 ",Current grants - Local Government,,,,,,,,,
Department for Education,ESFA,18/05/2022,Grants Expenditure,ESFA Funding Directorate,HARINGEY LONDON BOROUGH COUNCIL,ED212220210536729,"127,664.86 ",Current grants - Local Government,,,,,,,,,
Department for Education,ESFA,11/05/2022,Grants Expenditure,ESFA Funding Directorate,HARINGEY LONDON BOROUGH COUNCIL,22DSG001013,"8,305,003.00 ",Current grants - Local Government,,,,,,,,,
Department for Education,ESFA,20/05/2022,Grants Expenditure,ESFA Funding Directorate,HARINGEY LONDON BOROUGH COUNCIL,22DSG001313,"8,305,003.00 ",Current grants - Local Government,,,,,,,,,
Department for Education,ESFA,31/05/2022,Grants Expenditure,ESFA Funding Directorate,HARINGEY LONDON BOROUGH COUNCIL,23LAADD01851,"1,552,891.00 ",Current grants - Local Government,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Haringey Sixth Form College,21AYF879118,"-37,934.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Haringey Sixth Form College,22AYF0595892,"627,870.72 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Haringey Sixth Form College,22AYF0595893,"59,999.98 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/05/2022,Grants Expenditure,ESFA Funding Directorate,Haringey Sixth Form College,EUPS868235,"39,429.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/05/2022,Grants Expenditure,ESFA Funding Directorate,Haringey Sixth Form College,EUPS894042,"111,403.00 ",Current grants - Academy Trust,,,,,,,,,
