Department,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Supplier Site Post Code,Transaction Number,Payment Description,Total
Ministry of Defence,Ministry of Defence,26/05/2022,External Education + Training,Army Command,CAPITA BUSINESS SERVICES LTD,EC4A 1EN,627430,External Training Civ.,"£61,980.51"
Ministry of Defence,Ministry of Defence,20/05/2022,Research+Development Expend,Defence Nuclear Organisation,BAE SYSTEMS MARINE LTD,LA14 1AF,626412,Research+Development Expend,"£61,760.17"
Ministry of Defence,Ministry of Defence,05/05/2022,External Education + Training,DES Bespoke Trading Entity,KORN FERRY (UK) LIMITED,SW1Y 6QB,623040,External Training Civ.,"£61,750.00"
Ministry of Defence,Ministry of Defence,13/05/2022,Telecomms + IT non capital,Army Command,MASTEK (UK) LTD,RG1 8BW,624816,IT+Comms Rental Payments,"£61,535.00"
Ministry of Defence,Ministry of Defence,27/05/2022,Fees for Prof Services,Army Command,NUTRIUS CENTRAL SERVICES LIMITED,B60 4AD,627632,Fees for Other Prof Services,"£61,451.08"
Ministry of Defence,Ministry of Defence,18/05/2022,Rental Payments - Buildings,DEFENCE INFRASTRUCTURE ORGANISATION,RMPA SERVICES PLC,CO2 7UT,625704,Prop Dw SCA Serv Chrge+ Off BS,"£60,865.44"
Ministry of Defence,Ministry of Defence,04/05/2022,Heating Oil+Utilities Consumed,Army Command,EDF ENERGY CUSTOMERS LIMITED,SW1X 7EN,622594,Electricity,"£60,643.98"
Ministry of Defence,Ministry of Defence,06/05/2022,P+M General Services,Defence Equipment and Support,VEOLIA ES (UK) LIMITED,WS11 8JP,623342,P+M General Services,"£60,360.43"
Ministry of Defence,Ministry of Defence,05/05/2022,Research+Development Expend,Defence Nuclear Organisation,BAE SYSTEMS MARINE LTD,LA14 1AF,622912,Research+Development Expend,"£60,275.63"
Ministry of Defence,Ministry of Defence,04/05/2022,CL MonthEnd Accruals Balance,Defence Equipment and Support,MSI-DEFENCE SYSTEMS LTD,NR7 9AY,622596,CL MonthEnd Accruals Balance,"£60,273.23"
Ministry of Defence,Ministry of Defence,19/05/2022,Telecomms + IT non capital,Strategic Command,PEOPLE SOURCE CONSULTING LIMITED,BS1 6BA,625926,IT+Comms Rental Payments,"£60,000.00"
Ministry of Defence,Ministry of Defence,03/05/2022,Telecomms + IT non capital,Strategic Command,SQUIZ UK LIMITED,EC1V 9NR,622397,IT+Comms Rental Payments,"£60,000.00"
Ministry of Defence,Ministry of Defence,25/05/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE LIMITED,SE1 9SG,627158,Estate+Facilities Mgmnt Servs,"£60,000.00"
Ministry of Defence,Ministry of Defence,10/05/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,SKANSKA UK PLC,WD3 9SW,623933,Fiscal AUC Capital Additions,"£60,000.00"
Ministry of Defence,Ministry of Defence,19/05/2022,Telecomms + IT non capital,Air Command,APM TECHNOLOGIES SA,,3209105,IT+Comms Rental Payments,"£59,952.00"
Ministry of Defence,Ministry of Defence,25/05/2022,Telecomms + IT non capital,Strategic Command,CDW LIMITED,EC4M 7RB,626966,IT+Comms Rental Payments,"£59,648.36"
Ministry of Defence,Ministry of Defence,04/05/2022,Fees for Prof Services,Strategic Command,ROWDEN TECHNOLOGIES LTD.,BS16 7FR,622624,PSS Other Tech Support Exc R+D,"£59,365.42"
Ministry of Defence,Ministry of Defence,05/05/2022,Fees for Prof Services,Strategic Command,ROWDEN TECHNOLOGIES LTD.,BS16 7FR,623140,PSS Other Tech Support Exc R+D,"£59,365.42"
Ministry of Defence,Ministry of Defence,10/05/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,DOOSAN BABCOCK LIMITED,PA4 8DJ,623832,Fiscal AUC Capital Additions,"£59,332.62"
Ministry of Defence,Ministry of Defence,12/05/2022,PR Costs,Navy Command,E3 MEDIA LIMITED,BS4 3EH,624465,PR Costs,"£59,322.19"
Ministry of Defence,Ministry of Defence,05/05/2022,P+M General Services,Strategic Command,CGI IT UK LIMITED,CF31 9AP,623103,P+M General Services,"£59,193.75"
Ministry of Defence,Ministry of Defence,18/05/2022,CL MonthEnd Accruals Balance,Defence Equipment and Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,625780,CL MonthEnd Accruals Balance,"£59,169.00"
Ministry of Defence,Ministry of Defence,24/05/2022,Heating Oil+Utilities Consumed,Army Command,EDF ENERGY CUSTOMERS LIMITED,SW1X 7EN,626714,Electricity,"£58,606.38"
Ministry of Defence,Ministry of Defence,10/05/2022,P+M General Services,Defence Equipment and Support,H M REVENUE & CUSTOMS,BX5 5AB,623969,P+M General Services,"£58,561.00"
Ministry of Defence,Ministry of Defence,17/05/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,TRANT ENGINEERING LIMITED,SO40 9LT,625353,Fiscal AUC Capital Additions,"£58,437.07"
Ministry of Defence,Ministry of Defence,10/05/2022,Rental Payments - Buildings,Head Office and Corporate Services,MODUS SERVICES LIMITED,CF10 2GE,623922,Prop NonDw SCA Srv Chrg+Off BS,"£58,344.89"
Ministry of Defence,Ministry of Defence,05/05/2022,Fees for Prof Services,Defence Nuclear Organisation,KPMG LLP,WD17 1DE,623123,PSS Other Tech Support Exc R+D,"£58,321.20"
Ministry of Defence,Ministry of Defence,06/05/2022,Telecomms + IT non capital,Navy Command,META MISSION DATA LIMITED,WR14 3SZ,623424,IT+Comms Rental Payments,"£58,208.33"
Ministry of Defence,Ministry of Defence,17/05/2022,Fees for Prof Services,DEFENCE INFRASTRUCTURE ORGANISATION,PERFECT CIRCLE JV LTD,LE1 1HA,625463,Fees for Other Prof Services,"£58,133.76"
Ministry of Defence,Ministry of Defence,23/05/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE (DEFENCE) LIMITED,B70 1DA,626488,Estate+Facilities Mgmnt Servs,"£58,095.62"
Ministry of Defence,Ministry of Defence,10/05/2022,Plant + Machinery,Navy Command,BRIGHTHEDGE LTD,KT23 4JX,623850,P+M Capital Additions In Year,"£57,936.00"
Ministry of Defence,Ministry of Defence,04/05/2022,Telecomms + IT non capital,DES Bespoke Trading Entity,BOXXE LIMITED,YO31 7RE,622682,IT+Comms Rental Payments,"£57,831.36"
Ministry of Defence,Ministry of Defence,27/05/2022,Fuels Non Utilities Consumed,Defence Equipment and Support,WEB OIL LIMITED,LL11 6BB,627531,Fuels Non Utilities Consumed,"£57,811.03"
Ministry of Defence,Ministry of Defence,11/05/2022,Telecomms + IT non capital,Strategic Command,CROWN HOSTING DATA CENTRES LIMITED,SN13 9GB,624053,IT+Comms Rental Payments,"£57,713.95"
Ministry of Defence,Ministry of Defence,06/05/2022,Fees for Prof Services,DES Bespoke Trading Entity,AEROSPACE & AIRWORTHINESS CONSULTANCY ENTERPRISES LIMITED,BS16 7FR,623394,FATS,"£57,285.60"
Ministry of Defence,Ministry of Defence,05/05/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,MOTT MACDONALD LTD,CR0 2EE,623100,Fiscal AUC Capital Additions,"£57,227.28"
Ministry of Defence,Ministry of Defence,12/05/2022,Med/Welfare/Soc+Rec Costs,Strategic Command,AAH PHARMACEUTICALS LTD,CV2 2TX,624517,Medical Costs,"£56,751.06"
Ministry of Defence,Ministry of Defence,17/05/2022,Rental Payments - Transport,Navy Command,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,625432,Rental Payments-Transport-Oth,"£56,531.27"
Ministry of Defence,Ministry of Defence,04/05/2022,Transportation + Movement,Army Command,RAIL SETTLEMENT PLAN LIMITED,NG9 1ND,622606,Military Detached Duty,"£56,483.90"
Ministry of Defence,Ministry of Defence,12/05/2022,Fuels Non Utilities Consumed,Army Command,YOUR NRG LTD,TS25 1PW,624468,Fuels Non Utilities Consumed,"£56,323.08"
Ministry of Defence,Ministry of Defence,10/05/2022,Fuels Non Utilities Consumed,Army Command,YOUR NRG LTD,TS25 1PW,623777,Fuels Non Utilities Consumed,"£56,259.07"
Ministry of Defence,Ministry of Defence,26/05/2022,P+M General Services,Defence Equipment and Support,MAN ENERGY SOLUTIONS UK LIMITED,SK7 5BP,627299,P+M General Services,"£56,231.91"
Ministry of Defence,Ministry of Defence,18/05/2022,P+M General Services,Strategic Command,CAPITA BUSINESS SERVICES LTD,EC4A 1EN,625703,P+M General Services,"£56,106.90"
Ministry of Defence,Ministry of Defence,18/05/2022,Rental Payments - Transport,DEFENCE INFRASTRUCTURE ORGANISATION,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,625673,Rental Payments-Transport-Oth,"£55,880.34"
Ministry of Defence,Ministry of Defence,13/05/2022,External Education + Training,DES Bespoke Trading Entity,KORN FERRY (UK) LIMITED,SW1Y 6QB,624790,External Training Civ.,"£55,185.00"
Ministry of Defence,Ministry of Defence,18/05/2022,P+M General Services,Defence Equipment and Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,625718,P+M General Services,"£55,046.78"
Ministry of Defence,Ministry of Defence,20/05/2022,Fees for Prof Services,Head Office and Corporate Services,DELOITTE LLP,MK9 1FD,626305,Fees for Other Prof Services,"£54,780.00"
Ministry of Defence,Ministry of Defence,17/05/2022,Fuels Non Utilities Consumed,Air Command,YOUR NRG LTD,TS25 1PW,625467,Fuels Non Utilities Consumed,"£54,742.82"
Ministry of Defence,Ministry of Defence,27/05/2022,Fuels Non Utilities Consumed,Army Command,WILHELM HOYER GMBH & CO. KG,,6000069642,Fuels Non Utilities Consumed,"£54,573.86"
Ministry of Defence,Ministry of Defence,04/05/2022,Telecomms + IT non capital,Air Command,DATASOFT COMPUTING LTD,RG14 6PZ,622666,IT+Comms Rental Payments,"£54,500.00"
Ministry of Defence,Ministry of Defence,17/05/2022,P+M General Services,Defence Equipment and Support,DEFENCE ELECTRONIC AND COMPONENTS AGENCY,CH5 2LS,625434,P+M General Services,"£54,493.88"
Ministry of Defence,Ministry of Defence,30/05/2022,Telecomms + IT non capital,Strategic Command,CROWN HOSTING DATA CENTRES LIMITED,SN13 9GB,627953,IT+Comms Rental Payments,"£54,181.11"
Ministry of Defence,Ministry of Defence,24/05/2022,CL MonthEnd Accruals Balance,Defence Equipment and Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,626752,CL MonthEnd Accruals Balance,"£53,991.93"
Ministry of Defence,Ministry of Defence,17/05/2022,CL MonthEnd Accruals Balance,Defence Equipment and Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,625405,CL MonthEnd Accruals Balance,"£53,983.22"
Ministry of Defence,Ministry of Defence,19/05/2022,CL MonthEnd Accruals Balance,Defence Equipment and Support,NORTHERN DIVER (INTERNATIONAL) LTD,WN6 9AE,626027,CL MonthEnd Accruals Balance,"£53,981.61"
Ministry of Defence,Ministry of Defence,18/05/2022,NCA003-Estates-Eqipment/Works,DIO-SSG,UNIVERSAL SECURITY SYSTEMS LTD,E16 1PW,AP02PC9529,NCA003-Estates-Eqipment/Works,"£53,877.71"
Ministry of Defence,Ministry of Defence,20/05/2022,P+M General Services,Defence Equipment and Support,AKHTER COMPUTERS LIMITED,CM18 7PN,626453,P+M General Services,"£53,856.00"
Ministry of Defence,Ministry of Defence,20/05/2022,NCA003-Estates-Eqipment/Works,DIO-SSG,C & D (SHEET METAL) ENG LTD,DA17 6JU,AP02PC9531,NCA003-Estates-Eqipment/Works,"£53,545.01"
Ministry of Defence,Ministry of Defence,11/05/2022,Fees for Prof Services,Defence Nuclear Organisation,SAFETY SERVICES ORGANISATION - PROFESSIONAL ENGINEERING LTD,SA39 9BY,624289,PSS Other Tech Support Exc R+D,"£53,475.00"
Ministry of Defence,Ministry of Defence,19/05/2022,P+M General Services,Navy Command,CLYDEPORT OPERATIONS LTD,L21 1LA,625885,P+M General Services,"£53,287.50"
Ministry of Defence,Ministry of Defence,03/05/2022,Rental Payments - Transport,Army Command,ABERDAIR AVIATION LIMITED,,3209013,Rental Payments-Transport-Oth,"£53,130.00"
Ministry of Defence,Ministry of Defence,23/05/2022,Fees for Prof Services,DEFENCE INFRASTRUCTURE ORGANISATION,ATKINS LIMITED,SW1E 5BY,626566,Fees for Other Prof Services,"£53,120.04"
Ministry of Defence,Ministry of Defence,20/05/2022,Telecomms + IT non capital,Navy Command,DYNAMA SOLUTIONS LTD,TW9 2QE,626334,IT+Comms Rental Payments,"£52,815.00"
Ministry of Defence,Ministry of Defence,06/05/2022,Interntnl Subs + Other Paymts,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007764,Def Military Assistance Fund,"£52,613.18"
Ministry of Defence,Ministry of Defence,17/05/2022,Rental Payments - Transport,Strategic Command,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,625432,Rental Payments-Transport-Oth,"£52,373.12"
Ministry of Defence,Ministry of Defence,06/05/2022,NCA003-Estates-Eqipment/Works,DIO-SSG,PIONEER WELDING CO LTD,CT11 7RX,AP02PC9516,NCA003-Estates-Eqipment/Works,"£52,328.88"
Ministry of Defence,Ministry of Defence,25/05/2022,P+M General Services,Defence Equipment and Support,MAN ENERGY SOLUTIONS UK LIMITED,SK7 5BP,627076,P+M General Services,"£52,205.17"
Ministry of Defence,Ministry of Defence,12/05/2022,Heating Oil+Utilities Consumed,Navy Command,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,624463,Gas,"£52,011.47"
Ministry of Defence,Ministry of Defence,26/05/2022,Defence Equip General Services,Strategic Command,IIC TECHNOLOGIES LIMITED,YO10 5GA,627481,Defence Equip General Services,"£51,975.00"
Ministry of Defence,Ministry of Defence,16/05/2022,Rental Payments - Transport,DES Bespoke Trading Entity,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,625234,Rental Payments-Transport-Oth,"£51,654.22"
Ministry of Defence,Ministry of Defence,04/05/2022,P+M General Services,Defence Equipment and Support,BABCOCK MARINE (CLYDE) LIMITED,G84 8HL,622642,P+M General Services,"£51,647.41"
Ministry of Defence,Ministry of Defence,10/05/2022,Defence Equip General Services,Air Command,JEPPESEN U.K. LIMITED,RH10 9AD,623993,Defence Equip General Services,"£51,603.83"
Ministry of Defence,Ministry of Defence,12/05/2022,Fees for Prof Services,Head Office and Corporate Services,NET CONSULTING LTD,CF15 7NE,624416,Fees for Other Prof Services,"£51,300.00"
Ministry of Defence,Ministry of Defence,04/05/2022,Rental Payments - Transport,Army Command,ANDREAS PETSAS & SONS PUBLIC LTD,,6000069179,Rental Payments-Transport-Oth,"£51,249.92"
Ministry of Defence,Ministry of Defence,25/05/2022,Fees for Prof Services,Strategic Command,CORPS OF COMMISSIONAIRES  MANAGEMENT LIMITED,RH10 9WE,627043,Fees for Other Prof Services,"£51,099.70"
Ministry of Defence,Ministry of Defence,24/05/2022,Telecomms + IT non capital,Strategic Command,PROBRAND LIMITED,B1 3BP,626703,IT+Comms Rental Payments,"£51,063.08"
Ministry of Defence,Ministry of Defence,25/05/2022,P+M General Services,Defence Equipment and Support,NORTHROP GRUMMAN INTERNATIONAL TRADING INC,,2000020076,P+M General Services,"£50,536.94"
Ministry of Defence,Ministry of Defence,03/05/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,622391,Fiscal AUC Capital Additions,"£50,174.05"
Ministry of Defence,Ministry of Defence,26/05/2022,Fuels Non Utilities Consumed,Defence Equipment and Support,WEB OIL LIMITED,LL11 6BB,627391,Fuels Non Utilities Consumed,"£49,995.71"
Ministry of Defence,Ministry of Defence,06/05/2022,Telecomms + IT non capital,DEFENCE INFRASTRUCTURE ORGANISATION,BOXXE LIMITED,YO31 7RE,623225,IT+Comms Internal Costs,"£49,765.33"
Ministry of Defence,Ministry of Defence,25/05/2022,P+M General Services,Defence Equipment and Support,RHEINMETALL BAE SYSTEMS LAND LIMITED,NP15 1XL,627057,P+M General Services,"£49,601.93"
Ministry of Defence,Ministry of Defence,11/05/2022,P+M General Services,Defence Equipment and Support,CHELTON LIMITED,SL7 1TF,624161,P+M General Services,"£49,279.20"
Ministry of Defence,Ministry of Defence,30/05/2022,CL MonthEnd Accruals Balance,Defence Equipment and Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,627836,CL MonthEnd Accruals Balance,"£48,352.16"
Ministry of Defence,Royal Hospital Chelsea,27.05.2022,Purchased Services,Royal Hospital Chelsea,CBRE Managd Services Ltd,SE1 0HL,PIN136191,Maintenanace,"£48,204.71"
Ministry of Defence,Ministry of Defence,20/05/2022,Telecomms + IT non capital,DES Bespoke Trading Entity,SPECIALIST COMPUTER CENTRES PLC,B11 2LE,626456,IT+Comms Internal Costs,"£48,204.22"
Ministry of Defence,Ministry of Defence,30/05/2022,P+M General Services,Defence Equipment and Support,AMETEK AIRTECHNOLOGY GROUP LIMITED,TW16 7EF,627927,P+M General Services,"£48,180.00"
Ministry of Defence,Ministry of Defence,24/05/2022,Med/Welfare/Soc+Rec Costs,Strategic Command,AAH PHARMACEUTICALS LTD,CV2 2TX,626687,Medical Costs,"£48,045.02"
Ministry of Defence,Ministry of Defence,16/05/2022,Fuels Non Utilities Consumed,Air Command,YOUR NRG LTD,TS25 1PW,625060,Fuels Non Utilities Consumed,"£47,900.83"
Ministry of Defence,Ministry of Defence,10/05/2022,Telecomms + IT non capital,Army Command,AKHTER COMPUTERS LIMITED,CM18 7PN,623899,IT+Comms Internal Costs,"£47,888.07"
Ministry of Defence,UKHO,20/05/2022,Computer maintenance & hire,Transformation,Ashton Court Group Limited,,2000100616,Computer maintenance & hire,"£47,875.00"
Ministry of Defence,Ministry of Defence,13/05/2022,CL MonthEnd Accruals Balance,Defence Equipment and Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,624742,CL MonthEnd Accruals Balance,"£47,711.76"
Ministry of Defence,Ministry of Defence,18/05/2022,Other Materiel Consumed,Army Command,GOODYEAR DUNLOP TYRES UK LTD,B24 9HY,625873,Other Materiel Consumed,"£47,605.33"
Ministry of Defence,Ministry of Defence,11/05/2022,Telecomms + IT non capital,Strategic Command,BMT DEFENCE AND SECURITY UK LIMITED,BA2 3DQ,624205,IT+Comms Rental Payments,"£47,580.00"
Ministry of Defence,Ministry of Defence,03/05/2022,P+M General Services,Defence Equipment and Support,ONTIC ENGINEERING &  MANUFACTURING UK LIMITED,GL52 8TW,622334,P+M General Services,"£47,545.00"
Ministry of Defence,Ministry of Defence,16/05/2022,Intangibles SUME,Defence Equipment and Support,QINETIQ LIMITED,GU14 0LX,625267,Intangible Cap Additions In Yr,"£47,539.20"
Ministry of Defence,Ministry of Defence,30/05/2022,Fuels Non Utilities Consumed,DEFENCE INFRASTRUCTURE ORGANISATION,CERTAS ENERGY UK LIMITED,WA3 6XG,627954,Fuels Non Utilities Consumed,"£47,426.57"
Ministry of Defence,Ministry of Defence,23/05/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,TETRA TECH MANAGEMENT SERVICES LIMITED,L2 6RE,626576,Fiscal AUC Capital Additions,"£47,418.47"
Ministry of Defence,UKHO,03/05/2022,Contractor costs,HR Business Group,Experis Limited,,2000100446,Contractor costs,"£47,350.00"
Ministry of Defence,Ministry of Defence,04/05/2022,Fees for Prof Services,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE (DEFENCE) LIMITED,BS32 4NH,6000069162,Fees for Other Prof Services,"£47,278.98"
Ministry of Defence,Ministry of Defence,18/05/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,DOOSAN BABCOCK LIMITED,PA4 8DJ,625619,Fiscal AUC Capital Additions,"£47,210.30"
Ministry of Defence,Ministry of Defence,04/05/2022,Fees for Prof Services,DEFENCE INFRASTRUCTURE ORGANISATION,JONES LANG LASALLE LIMITED,W1B 5NH,622588,Fees for Other Prof Services,"£47,189.40"
Ministry of Defence,Ministry of Defence,11/05/2022,Med/Welfare/Soc+Rec Costs,Army Command,HEALTH ASSURED LTD,M4 4FB,624074,Welfare Costs,"£47,103.15"
Ministry of Defence,Ministry of Defence,30/05/2022,Food + Clothing Consumed,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,627966,Food + Clothing Consumed,"£47,034.44"
Ministry of Defence,Ministry of Defence,06/05/2022,Fees for Prof Services,Defence Nuclear Organisation,KPMG LLP,WD17 1DE,623441,Fees for Other Prof Services,"£47,001.60"
Ministry of Defence,Ministry of Defence,06/05/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,WOOD GROUP UK LIMITED,AB11 6EQ,623458,Fiscal AUC Capital Additions,"£46,474.89"
Ministry of Defence,Ministry of Defence,13/05/2022,Rental Payments - Buildings,Army Command,CARBON ZERO CONSULTING LIMITED,LE15 6AQ,624723,Prop Dw SCA Serv Chrge+ Off BS,"£46,266.00"
Ministry of Defence,Ministry of Defence,10/05/2022,Research+Development Expend,Defence Equipment and Support,QINETIQ LIMITED,GU14 0LX,623901,Research+Development Expend,"£46,088.90"
