Department,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Supplier Site Post Code,Transaction Number,Payment Description,Total,,,
Ministry of Defence,Ministry of Defence,26/08/2021,Inventory Accruals,Defence Equipment and Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,575752,Contract Expenditure on Capital Spares that are managed by DE+S Inventory Systems.,"£10,655.30",,,
Ministry of Defence,Ministry of Defence,26/08/2021,Spend on Inventory - General,Defence Equipment and Support,IRVINGQ LIMITED,CF32 8PL,575882,Spend on Inventory - General,"£9,179.21",,,
Ministry of Defence,Ministry of Defence,26/08/2021,Design services and minor equipment purchases,Defence Equipment and Support,BRIGGS EQUIPMENT UK LIMITED,WS11 8XW,575851,Equipment support project costs,"£7,999.60",,,
Ministry of Defence,Ministry of Defence,26/08/2021,Fuel for military use,Air Command,OIL NRG LTD,TS25 1PW,575745,Cost of ground diesel fuel consumed,"£7,364.40",,,
Ministry of Defence,Ministry of Defence,26/08/2021,IT and communication services,DES Bespoke Trading Entity,BOXXE LIMITED,YO31 7RE,575699,Information technology services,"£6,620.48",,,
Ministry of Defence,Ministry of Defence,26/08/2021,IT and communication services,Head Office and Corporate Services,BOXXE LIMITED,YO31 7RE,575699,Computer equipment costing below the capitalisation threshold,"£5,440.37",,,
Ministry of Defence,Ministry of Defence,26/08/2021,"Transportation of personnel, freight and travel expenses",Air Command,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007048,Military short term detached duty,"£5,105.50",,,
Ministry of Defence,Ministry of Defence,26/08/2021,Medical treatment & stores and welfare services,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007046,Schools + community relations initiatives,"£4,092.54",,,
Ministry of Defence,Ministry of Defence,26/08/2021,Design services and minor equipment purchases,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007046,Equipment support project costs,"£3,889.20",,,
Ministry of Defence,Ministry of Defence,26/08/2021,IT and communication services,Air Command,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,575776,Computer equipment costing below the capitalisation threshold,"£3,258.00",,,
Ministry of Defence,Ministry of Defence,26/08/2021,Design services and minor equipment purchases,Air Command,BRIGGS EQUIPMENT UK LIMITED,WS11 8XW,575851,Equipment support non-project costs,"£3,130.88",,,
Ministry of Defence,Ministry of Defence,26/08/2021,Spend on Inventory - General,DES Bespoke Trading Entity,AMSAFE BRIDPORT LTD,DT6 3QU,575798,Spend on Inventory - General,"£2,616.96",,,
Ministry of Defence,Ministry of Defence,26/08/2021,Fuel for military use,Navy Command,CERTAS ENERGY UK LIMITED,FK5 4RB,575725,Cost of ground diesel fuel consumed,"£2,546.64",,,
Ministry of Defence,Ministry of Defence,26/08/2021,IT and communication services,Air Command,XMA LTD,NG11 7EP,575696,Computer equipment costing below the capitalisation threshold,"£2,505.78",,,
Ministry of Defence,Ministry of Defence,26/08/2021,Food and clothing,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007046,Cost of food purchases,"£2,046.64",,,
Ministry of Defence,Ministry of Defence,26/08/2021,"Transportation of personnel, freight and travel expenses",Strategic Command,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007048,Military short term detached duty,"£1,981.82",,,
Ministry of Defence,Ministry of Defence,26/08/2021,Spend on Inventory - General,Defence Equipment and Support,AIRBUS HELICOPTERS UK LIMITED,OX5 1QZ,6000064311,Spend on Inventory - General,"£1,895.23",,,
Ministry of Defence,Ministry of Defence,26/08/2021,Official entertainment and hospitality,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007049,Entertainment + hospitality,"£1,730.60",,,
Ministry of Defence,Ministry of Defence,26/08/2021,IT and communication services,Head Office and Corporate Services,BYTES SOFTWARE SERVICES LIMITED,KT22 7TW,575824,IT Services -internal costs,"£1,730.18",,,
Ministry of Defence,Ministry of Defence,26/08/2021,Rental of plant and machinery,Air Command,BRIGGS EQUIPMENT UK LIMITED,WS11 8XW,575851,Plant + machinery hire charge,"£1,680.00",,,
Ministry of Defence,Ministry of Defence,26/08/2021,IT and communication services,Strategic Command,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,575776,Computer equipment costing below the capitalisation threshold,"£1,614.67",,,
Ministry of Defence,Ministry of Defence,26/08/2021,"Transportation of personnel, freight and travel expenses",Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007046,Military short term detached duty,"£1,473.60",,,
Ministry of Defence,Ministry of Defence,26/08/2021,Rental of plant and machinery,Army Command,BRIGGS EQUIPMENT UK LIMITED,WS11 8XW,575851,Plant + machinery operating lease,"£1,229.86",,,
Ministry of Defence,Ministry of Defence,26/08/2021,Estate management,Head Office and Corporate Services,EMCOR GROUP (UK) PLC,SO53 3YE,575643,Estate + facilities management services - accommodation inventory + service,"£1,217.00",,,
Ministry of Defence,Ministry of Defence,26/08/2021,Official entertainment and hospitality,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007046,Entertainment + hospitality,£946.04,,,
Ministry of Defence,Ministry of Defence,26/08/2021,Official entertainment and hospitality,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007048,Entertainment + hospitality,£707.59,,,
Ministry of Defence,Ministry of Defence,26/08/2021,IT and communication services,Air Command,BOXXE LIMITED,YO31 7RE,575699,Computer equipment costing below the capitalisation threshold,£697.83,,,
Ministry of Defence,Ministry of Defence,26/08/2021,Fuel for military use,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007049,Cost of ground diesel fuel consumed,£646.88,,,
Ministry of Defence,Ministry of Defence,26/08/2021,Medical treatment & stores and welfare services,Army Command,AAH PHARMACEUTICALS LTD,CV2 2TX,575789,Medical inventory and services excluding the inventory system,£642.48,,,
Ministry of Defence,Ministry of Defence,26/08/2021,Spend on Inventory - General,DES Bespoke Trading Entity,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,575649,Spend on Inventory - General,£552.74,,,
Ministry of Defence,Ministry of Defence,26/08/2021,Medical treatment & stores and welfare services,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007048,Medical-non hospital treatment,£536.84,,,
Ministry of Defence,Ministry of Defence,26/08/2021,Design services and minor equipment purchases,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007046,Equipment support non-project costs,£494.64,,,
Ministry of Defence,Ministry of Defence,26/08/2021,IT and communication services,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007048,Line + telephone rental including commercial charge for use of radio frequencies,£471.68,,,
Ministry of Defence,Ministry of Defence,26/08/2021,Building maintenance and accommodation stores,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007046,Building maintenance accommodation inventory,£450.66,,,
Ministry of Defence,Ministry of Defence,26/08/2021,Medical treatment & stores and welfare services,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007048,Medical health services,£411.60,,,
Ministry of Defence,Ministry of Defence,26/08/2021,IT and communication services,Army Command,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,575776,Computer equipment costing below the capitalisation threshold,£380.40,,,
Ministry of Defence,Ministry of Defence,26/08/2021,International contributions,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007046,Defence military assistance fund international subscriptions and other payments,£354.77,,,
Ministry of Defence,Ministry of Defence,26/08/2021,"Transportation of personnel, freight and travel expenses",Army Command,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007049,Military short term detached duty,£325.52,,,
Ministry of Defence,Ministry of Defence,26/08/2021,Fuel for military use,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007048,Oil and lubricants consumed excluding those from the inventory system,£315.54,,,
Ministry of Defence,Ministry of Defence,26/08/2021,"Transportation of personnel, freight and travel expenses",Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007048,Military short term detached duty,£282.24,,,
Ministry of Defence,Ministry of Defence,26/08/2021,General services and support,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007046,Purchase of defence equipment below capitalisation threshold of £25k.,£141.98,,,
Ministry of Defence,Ministry of Defence,26/08/2021,Medical treatment & stores and welfare services,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007046,Medical-non hospital treatment,£116.67,,,
Ministry of Defence,Ministry of Defence,26/08/2021,Fuel for military use,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007048,Cost of ground diesel fuel consumed,£73.88,,,
Ministry of Defence,Ministry of Defence,26/08/2021,IT and communication services,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007048,Telephone minor equipment below capitalisation threshold,£61.07,,,
Ministry of Defence,Ministry of Defence,26/08/2021,"Transportation of personnel, freight and travel expenses",Army Command,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007046,Movement of service personnel,£39.00,,,
Ministry of Defence,Ministry of Defence,26/08/2021,IT and communication services,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007046,Line + telephone rental including commercial charge for use of radio frequencies,£14.60,,,
Ministry of Defence,Ministry of Defence,26/08/2021,Design services and minor equipment purchases,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007048,Equipment support non-project costs,£8.04,,,
Ministry of Defence,Ministry of Defence,26/08/2021,Purchase of buildings and military equipment ,Air Command,XMA LTD,NG11 7EP,575696,Fiscal asset under construction - capital in year addition,£5.29,,,
Ministry of Defence,Ministry of Defence,26/08/2021,"Transportation of personnel, freight and travel expenses",Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007046,Civilian short term detached duty,£4.35,,,
Ministry of Defence,Ministry of Defence,25/08/2021,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,Kier Graham Defence Limited,G33 6HZ,575630,Fiscal asset under construction - capital in year addition,"£2,272,066.60",,,
Ministry of Defence,Ministry of Defence,25/08/2021,Fuel for military use,Strategic Command,FORELAND SHIPPING LTD,EC3A 7BT,575451,Spot bunker marine fuel consumed,"£1,591,723.99",,,
Ministry of Defence,Ministry of Defence,25/08/2021,Fees for professional services,Strategic Command,KPMG LLP,WD17 1DE,575502,"The provision of independent advice and guidance related to the structure, management and operations of an organisation","£1,590,414.00",,,
Ministry of Defence,Ministry of Defence,25/08/2021,Design services and minor equipment purchases,Defence Equipment and Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,575530,Equipment support project costs,"£1,085,841.84",,,
Ministry of Defence,Ministry of Defence,25/08/2021,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE (DEFENCE) LIMITED,B70 1DA,575484,Estate management,"£962,987.66",,,
Ministry of Defence,Ministry of Defence,25/08/2021,IT and communication services,Strategic Command,BOXXE LIMITED,YO31 7RE,575625,Estate management,"£744,223.70",,,
Ministry of Defence,Ministry of Defence,25/08/2021,Fees for professional services,DEFENCE INFRASTRUCTURE ORGANISATION,DOOSAN BABCOCK LIMITED,PA4 8DJ,575632,Fees for professional services excluding legal fees,"£558,333.00",,,
Ministry of Defence,Ministry of Defence,25/08/2021,Transport hire charges,Defence Equipment and Support,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,575580,Transport other hire charge,"£453,099.37",,,
Ministry of Defence,Ministry of Defence,25/08/2021,Purchase of buildings and military equipment ,Defence Equipment and Support,COLT CANADA CORPORATION,N2C 1J3,3208183,Single use military equipment asset under construction - capital in year addition,"£403,912.79",,,
Ministry of Defence,Ministry of Defence,25/08/2021,IT and communication services,Strategic Command,MASTEK (UK) LTD,RG1 8BW,575552,Information technology services,"£250,590.00",,,
Ministry of Defence,Ministry of Defence,25/08/2021,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,ARCADIS LLP,N1 9AB,575540,Fiscal asset under construction - capital in year addition,"£191,239.78",,,
Ministry of Defence,Ministry of Defence,25/08/2021,IT and communication services,DES Bespoke Trading Entity,LinkedIn Ireland Unlimited Company,,575555,Information technology services,"£170,670.00",,,
Ministry of Defence,Ministry of Defence,25/08/2021,"Purchase of munitions, other inventory or fuel",Defence Equipment and Support,NORTHERN DIVER (INTERNATIONAL) LTD,WN6 9AE,575482,Raw materials and consumable engineering and technical single use military equipment inventory purchased,"£127,895.05",,,
Ministry of Defence,Ministry of Defence,25/08/2021,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,THE RIVERSIDE GROUP LIMITED,L24 8RF,575513,Property dwellings private finance initiative - service concession arrangement service charge,"£125,543.70",,,
Ministry of Defence,Ministry of Defence,25/08/2021,Fees for professional services,Navy Command,NOVA AEROSPACE LTD,GL7 6BA,575576,Fees for Professional Services,"£123,000.00",,,
Ministry of Defence,Ministry of Defence,25/08/2021,Design services and minor equipment purchases,Defence Equipment and Support,AIRBUS HELICOPTERS UK LIMITED,OX5 1QZ,6000064298,Equipment support project costs,"£122,454.47",,,
Ministry of Defence,Ministry of Defence,25/08/2021,Design services and minor equipment purchases,Air Command,FRAZER-NASH CONSULTANCY LIMITED,BS1 5TE,575483,Equipment support project costs,"£120,000.00",,,
Ministry of Defence,Ministry of Defence,25/08/2021,"Transportation of personnel, freight and travel expenses",Strategic Command,FORELAND SHIPPING LTD,EC3A 7BT,575451,Freight movement costs,"£112,338.62",,,
Ministry of Defence,Ministry of Defence,25/08/2021,NCA003-Estates-Equipment/Works,DIO-SSG,UNIVERSAL SECURITY SYSTEMS LTD,E16 1PW,AP00521PC9222,NCA003-Estates-Equipment/Works,"£111,768.80",,,
Ministry of Defence,Ministry of Defence,25/08/2021,General services and support,Defence Equipment and Support,CAE (UK) PLC,RH15 9TW,575532,Defence equipment CLS/IOS service charge,"£107,269.25",,,
Ministry of Defence,Ministry of Defence,25/08/2021,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,MOTT MACDONALD LTD,G2 5LD,575448,Fiscal asset under construction - capital in year addition,"£99,337.00",,,
Ministry of Defence,Ministry of Defence,25/08/2021,Design services and minor equipment purchases,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,575568,Equipment support non-project costs,"£95,084.99",,,
Ministry of Defence,Ministry of Defence,25/08/2021,IT and communication services,Army Command,ROKE MANOR RESEARCH LTD,SO51 0ZN,575447,Information technology services,"£92,687.76",,,
