Department,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Supplier Site Post Code,Transaction Number,Payment Description,Total
Ministry of Defence,Ministry of Defence,16/11/2021,P+M General Services,Army Command,ACCENTURE (UK) LIMITED,EC3M 3BD,590791,P+M General Services,"£116,074.86"
Ministry of Defence,Ministry of Defence,17/11/2021,Defence Equip General Services,Defence Equipment and Support,CAE (UK) PLC,RH15 9TW,591223,Defence Eqpt Serv Chrge+Off BS,"£116,060.75"
Ministry of Defence,Ministry of Defence,23/11/2021,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,Kier Graham Defence Limited,SG19 2BD,592264,Estate+Facilities Mgmnt Servs,"£116,059.40"
Ministry of Defence,Ministry of Defence,17/11/2021,Rental Payments - Buildings,DEFENCE INFRASTRUCTURE ORGANISATION,SOVEREIGN HOUSING ASSOCIATION LIMITED,RG21 4FA,590982,Prop Dw SCA Serv Chrge+ Off BS,"£116,035.29"
Ministry of Defence,Ministry of Defence,08/11/2021,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE (DEFENCE) LIMITED,BS32 4NH,6000066010,Estate+Facilities Mgmnt Servs,"£115,833.57"
Ministry of Defence,Ministry of Defence,03/11/2021,Telecomms + IT non capital,Air Command,CENTIANT INTL LIMITED,NN7 2FA,588007,IT+Comms Rental Payments,"£115,824.00"
Ministry of Defence,Ministry of Defence,10/11/2021,Fees for Prof Services,Army Command,ATKINS LIMITED,WR5 1WS,589711,FATS,"£115,331.44"
Ministry of Defence,Ministry of Defence,17/11/2021,Estate+Facilities Mgmnt Servs,Navy Command,FALCON SUPPORT SERVICES LIMITED,M1 4HB,590909,Estate+Facilities Mgmnt Servs,"£114,935.12"
Ministry of Defence,Ministry of Defence,15/11/2021,Rental Payments - Transport,Strategic Command,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,590477,Rental Payments-Transport-Oth,"£114,667.35"
Ministry of Defence,Ministry of Defence,04/11/2021,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,TETRA TECH MANAGEMENT SERVICES LIMITED,L2 6RE,588389,Fiscal AUC Capital Additions,"£114,643.95"
Ministry of Defence,Ministry of Defence,24/11/2021,Med/Welfare/Soc+Rec Costs,Strategic Command,AAH PHARMACEUTICALS LTD,CV2 2TX,592426,Medical Costs,"£114,614.13"
Ministry of Defence,Ministry of Defence,03/11/2021,Fees for Prof Services,Defence Nuclear Organisation,JACOBS U.K. LIMITED,RG41 5TU,587915,Fees for Other Prof Services,"£114,500.00"
Ministry of Defence,Ministry of Defence,12/11/2021,P+M General Services,Navy Command,NUVIA LIMITED,WA3 6AE,590378,P+M General Services,"£114,269.92"
Ministry of Defence,Ministry of Defence,16/11/2021,CL MonthEnd Accruals Balance,Defence Equipment and Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,590705,CL MonthEnd Accruals Balance,"£113,813.93"
Ministry of Defence,Ministry of Defence,17/11/2021,Defence Equip General Services,Defence Equipment and Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,591018,Defence Eqpt Serv Chrge+Off BS,"£113,009.18"
Ministry of Defence,Ministry of Defence,02/11/2021,Assets under Construction,Defence Equipment and Support,LEONARDO UK LTD,LU1 3PG,587495,SUME AUC Capital Additions,"£112,945.80"
Ministry of Defence,Ministry of Defence,03/11/2021,P+M General Services,Defence Equipment and Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,588071,P+M General Services,"£112,684.18"
Ministry of Defence,Ministry of Defence,26/11/2021,Research+Development Expend,Defence Nuclear Organisation,QINETIQ LIMITED,GU14 0LX,593080,Research+Development Expend,"£112,523.10"
Ministry of Defence,Ministry of Defence,29/11/2021,Fuels Non Utilities Consumed,Army Command,OIL NRG LTD,TS25 1PW,593506,Fuels Non Utilities Consumed,"£111,792.96"
Ministry of Defence,Ministry of Defence,19/11/2021,External Education + Training,Army Command,ANGLIA TOURS LTD,CO5 9SH,591781,External Training Civ.,"£110,620.00"
Ministry of Defence,Ministry of Defence,23/11/2021,Fees for Prof Services,Army Command,ADARGA LIMITED,SE1 0LN,592163,Fees for Other Prof Services,"£110,000.00"
Ministry of Defence,Ministry of Defence,05/11/2021,P+M General Services,Defence Equipment and Support,SMITHS DETECTION-WATFORD LIMITED,WD23 2BW,588858,P+M General Services,"£109,906.82"
Ministry of Defence,Ministry of Defence,15/11/2021,Fuels Non Utilities Consumed,Defence Equipment and Support,BOC LIMITED,M28 2UT,590558,Fuels Non Utilities Consumed,"£109,640.90"
Ministry of Defence,Ministry of Defence,25/11/2021,Telecomms + IT non capital,Army Command,MASTEK (UK) LTD,RG1 8BW,592765,IT+Comms Rental Payments,"£108,745.00"
Ministry of Defence,Ministry of Defence,10/11/2021,CL MonthEnd Accruals Balance,Defence Equipment and Support,LEONARDO UK LTD,SS14 3EL,589612,CL MonthEnd Accruals Balance,"£108,577.36"
Ministry of Defence,Ministry of Defence,04/11/2021,P+M General Services,Air Command,NOVA AEROSPACE LTD,GL7 6BA,588339,P+M General Services,"£108,520.00"
Ministry of Defence,Ministry of Defence,08/11/2021,Telecomms + IT non capital,Air Command,DATASOFT COMPUTING LTD,RG14 6PZ,589071,IT+Comms Rental Payments,"£107,961.70"
Ministry of Defence,Ministry of Defence,17/11/2021,Telecomms + IT non capital,Army Command,PA CONSULTING SERVICES LTD,SG8 6DP,590981,IT+Comms Rental Payments,"£107,670.00"
Ministry of Defence,UKHO,10/11/2021,Purchased Services,Corporate Comms,Proctor and Stevenson Limited,,2000099009,Purchased Services,"£107,658.54"
Ministry of Defence,Ministry of Defence,03/11/2021,Telecomms + IT non capital,Strategic Command,CGI IT UK LIMITED,CF31 9AP,587941,IT+Comms Rental Payments,"£106,802.40"
Ministry of Defence,Ministry of Defence,05/11/2021,P+M General Services,Defence Equipment and Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,588688,P+M General Services,"£106,342.06"
Ministry of Defence,Ministry of Defence,10/11/2021,Fees for Prof Services,Army Command,BAE SYSTEMS (OPERATIONS) LIMITED,GU14 6YU,589469,Fees for Other Prof Services,"£106,020.86"
Ministry of Defence,Ministry of Defence,02/11/2021,Fees for Prof Services,Strategic Command,PA CONSULTING SERVICES LTD,SG8 6DP,587590,Fees for Other Prof Services,"£103,950.00"
Ministry of Defence,Ministry of Defence,16/11/2021,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,KIER CONSTRUCTION LTD,CB25 9PD,590657,Estate+Facilities Mgmnt Servs,"£103,106.71"
Ministry of Defence,Ministry of Defence,05/11/2021,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,TRANT ENGINEERING LIMITED,SO40 9LT,588826,Fiscal AUC Capital Additions,"£103,013.46"
Ministry of Defence,Ministry of Defence,11/11/2021,Telecomms + IT non capital,Head Office and Corporate Services,"CB INFORMATION SERVICES, INC",,2000018673,IT+Comms Rental Payments,"£102,923.68"
Ministry of Defence,Ministry of Defence,25/11/2021,Telecomms + IT non capital,Defence Equipment and Support,BOXXE LIMITED,YO31 7RE,592701,IT+Comms Internal Costs,"£102,577.80"
Ministry of Defence,Ministry of Defence,22/11/2021,P+M General Services,Defence Equipment and Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,591833,P+M General Services,"£102,250.84"
Ministry of Defence,UKHO,23/11/2021,Project External Costs,Transformation,Mastek UK Ltd,,2000099134,Project External Costs,"£102,240.00"
Ministry of Defence,Ministry of Defence,25/11/2021,Telecomms + IT non capital,Head Office and Corporate Services,KPMG LLP,WD17 1DE,592870,IT+Comms Rental Payments,"£102,144.00"
Ministry of Defence,Ministry of Defence,11/11/2021,CL MonthEnd Accruals Balance,Defence Equipment and Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,589904,CL MonthEnd Accruals Balance,"£101,860.87"
Ministry of Defence,Ministry of Defence,23/11/2021,Raw Materials + Consumables,Defence Equipment and Support,CERTAS ENERGY UK LIMITED,WA3 6XG,592225,RMC Oil Fuel & Lubricants,"£101,587.20"
Ministry of Defence,Ministry of Defence,26/11/2021,External Education + Training,Strategic Command,CAPITA BUSINESS SERVICES LTD,EC4A 1EN,592957,External Training Civ.,"£101,200.00"
Ministry of Defence,Ministry of Defence,11/11/2021,Fees for Prof Services,Defence Nuclear Organisation,QINETIQ LIMITED,GU14 0LX,590065,PSS Other Tech Support Exc R+D,"£101,178.00"
Ministry of Defence,Ministry of Defence,10/11/2021,P+M General Services,Defence Nuclear Organisation,BOXXE LIMITED,YO31 7RE,589387,P+M General Services,"£101,085.75"
Ministry of Defence,Ministry of Defence,17/11/2021,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,PERFECT CIRCLE JV LTD,LE1 1HA,590901,Fiscal AUC Capital Additions,"£100,806.96"
Ministry of Defence,Ministry of Defence,03/11/2021,Transportation + Movement,Army Command,RAIL SETTLEMENT PLAN LIMITED,NG9 1ND,587910,Military Detached Duty,"£100,228.80"
Ministry of Defence,Ministry of Defence,03/11/2021,Telecomms + IT non capital,Army Command,ATOS IT SERVICES UK LIMITED,WV10 6UH,587871,IT+Comms Rental Payments,"£99,417.50"
Ministry of Defence,Ministry of Defence,25/11/2021,Fees for Prof Services,Army Command,MASTEK (UK) LTD,RG1 8BW,592765,Fees for Other Prof Services,"£99,009.89"
Ministry of Defence,Ministry of Defence,01/11/2021,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,ARCADIS LLP,N1 9AB,587436,Fiscal AUC Capital Additions,"£98,733.58"
Ministry of Defence,Ministry of Defence,12/11/2021,Interntnl Subs + Other Paymts,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007290,Def Military Assistance Fund,"£98,311.14"
Ministry of Defence,Ministry of Defence,02/11/2021,P+M General Services,Defence Equipment and Support,THALES UK LIMITED,RH10 9HA,587586,P+M General Services,"£97,506.58"
Ministry of Defence,Ministry of Defence,05/11/2021,Rental Payments - Transport,Army Command,DAWSONGROUP TRUCK AND TRAILER LIMITED,MK15 8JH,588704,Rental Payments-Transport-Oth,"£97,357.53"
Ministry of Defence,Ministry of Defence,15/11/2021,Rental Payments - Transport,DEFENCE INFRASTRUCTURE ORGANISATION,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,590477,Rental Payments-Transport-Oth,"£97,314.26"
Ministry of Defence,Ministry of Defence,26/11/2021,CL MonthEnd Accruals Balance,Defence Equipment and Support,IRVINGQ LIMITED,CF32 8PL,592965,CL MonthEnd Accruals Balance,"£96,999.23"
Ministry of Defence,Ministry of Defence,17/11/2021,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE (DEFENCE) LIMITED,BS32 4NH,6000066138,Estate+Facilities Mgmnt Servs,"£96,396.38"
Ministry of Defence,Ministry of Defence,09/11/2021,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE (DEFENCE) LIMITED,B70 1DA,589320,Fiscal AUC Capital Additions,"£94,957.49"
Ministry of Defence,Ministry of Defence,11/11/2021,P+M General Services,Defence Equipment and Support,LIGHTFOOT DEFENCE LIMITED,PO14 1TY,589925,P+M General Services,"£94,943.40"
Ministry of Defence,Ministry of Defence,01/11/2021,P+M General Services,Defence Equipment and Support,THALES UK LIMITED,RH10 9HA,587286,P+M General Services,"£94,685.99"
Ministry of Defence,Ministry of Defence,04/11/2021,P+M General Services,Defence Equipment and Support,MAN ENERGY SOLUTIONS UK LIMITED,SK7 5BP,588521,P+M General Services,"£94,465.18"
Ministry of Defence,Ministry of Defence,12/11/2021,P+M General Services,Strategic Command,LEONARDO UK LTD,BS16 1EJ,590203,P+M General Services,"£94,155.00"
Ministry of Defence,Ministry of Defence,05/11/2021,P+M General Services,Air Command,CAPITA BUSINESS SERVICES LTD,EC4A 1EN,588616,P+M General Services,"£93,527.78"
Ministry of Defence,Ministry of Defence,11/11/2021,Fees for Prof Services,Head Office and Corporate Services,IBM UNITED KINGDOM LIMITED,SO21 2JN,589799,Fees for Other Prof Services,"£93,480.00"
Ministry of Defence,Ministry of Defence,08/11/2021,Telecomms + IT non capital,DEFENCE INFRASTRUCTURE ORGANISATION,TISSKI LIMITED,S11 7PX,589083,IT+Comms Rental Payments,"£93,240.00"
Ministry of Defence,Ministry of Defence,01/11/2021,P+M General Services,Defence Equipment and Support,RHEINMETALL BAE SYSTEMS LAND LIMITED,NP15 1XL,587293,P+M General Services,"£92,951.11"
Ministry of Defence,Ministry of Defence,08/11/2021,Fuels Non Utilities Consumed,Army Command,OIL NRG LTD,TS25 1PW,589082,Fuels Non Utilities Consumed,"£92,891.65"
Ministry of Defence,Ministry of Defence,23/11/2021,Intangibles Non SUME,Defence Equipment and Support,BAE SYSTEMS SURFACE SHIPS LIMITED,G14 0XN,592220,Intangible Cap Additions In Yr,"£92,394.44"
Ministry of Defence,UKHO,11/11/2021,Building maintenance,Facilities Management,Amey Community Ltd,,2000099025,Building maintenance,"£91,860.62"
Ministry of Defence,Ministry of Defence,01/11/2021,CL MonthEnd Accruals Balance,Defence Equipment and Support,AIRBUS HELICOPTERS UK LIMITED,OX5 1QZ,6000065920,CL MonthEnd Accruals Balance,"£91,830.58"
Ministry of Defence,Ministry of Defence,19/11/2021,Fees for Prof Services,DES Bespoke Trading Entity,KPMG LLP,WD17 1DE,591793,PSS Other Tech Support Exc R+D,"£90,886.80"
Ministry of Defence,Ministry of Defence,11/11/2021,Telecomms + IT non capital,Navy Command,CORPORATE PROJECT SOLUTIONS  LIMITED,SL7 1EY,589822,IT+Comms Rental Payments,"£90,450.00"
Ministry of Defence,Ministry of Defence,23/11/2021,Fuels Non Utilities Consumed,Air Command,OIL NRG LTD,TS25 1PW,592148,Fuels Non Utilities Consumed,"£90,375.43"
Ministry of Defence,Ministry of Defence,18/11/2021,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,KIER CONSTRUCTION LTD,CB25 9PD,591379,Estate+Facilities Mgmnt Servs,"£90,206.65"
Ministry of Defence,Ministry of Defence,17/11/2021,Defence Equip General Services,Defence Equipment and Support,JFD LIMITED,AB32 6TQ,591145,Defence Eqpt Serv Chrge+Off BS,"£90,015.23"
Ministry of Defence,Ministry of Defence,26/11/2021,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,TETRA TECH MANAGEMENT SERVICES LIMITED,L2 6RE,593092,Fiscal AUC Capital Additions,"£89,637.80"
Ministry of Defence,Ministry of Defence,04/11/2021,CL MonthEnd Accruals Balance,Defence Equipment and Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,588585,CL MonthEnd Accruals Balance,"£88,866.41"
Ministry of Defence,Ministry of Defence,15/11/2021,CL MonthEnd Accruals Balance,Defence Equipment and Support,RACAL ACOUSTICS LIMITED,HA1 4TR,590501,CL MonthEnd Accruals Balance,"£88,500.00"
Ministry of Defence,Ministry of Defence,12/11/2021,Fees for Prof Services,DES Bespoke Trading Entity,AEROSPACE & AIRWORTHINESS CONSULTANCY ENTERPRISES LIMITED,BS16 7FR,590126,FATS,"£88,397.52"
Ministry of Defence,Ministry of Defence,05/11/2021,P+M General Services,Defence Equipment and Support,NORTHROP GRUMMAN UK LIMITED,SW1Y 4EJ,588663,P+M General Services,"£86,758.89"
Ministry of Defence,Ministry of Defence,10/11/2021,Telecomms + IT non capital,Army Command,CDW LIMITED,EC4M 7RB,589633,IT+Comms Rental Payments,"£86,644.58"
Ministry of Defence,Ministry of Defence,26/11/2021,Telecomms + IT non capital,Army Command,CDW LIMITED,EC4M 7RB,593232,IT+Comms Rental Payments,"£86,323.50"
Ministry of Defence,Ministry of Defence,10/11/2021,Fees for Prof Services,Strategic Command,CAPITA BUSINESS SERVICES LTD,EC4A 1EN,589553,Fees for Other Prof Services,"£85,436.74"
Ministry of Defence,UKHO,18/11/2021,Insurance - employers & vehicle liability,Finance Branch,Willis Limited,,2000099097,Insurance - employers & vehicle liability,"£85,392.15"
Ministry of Defence,Ministry of Defence,11/11/2021,Telecomms + IT non capital,Head Office and Corporate Services,BOXXE LIMITED,YO31 7RE,590004,IT+Comms Internal Costs,"£85,333.30"
Ministry of Defence,Ministry of Defence,01/11/2021,Telecomms + IT non capital,Strategic Command,ENTERPRISE SERVICES DEFENCE AND SECURITY UK LIMITED,GU11 1PZ,587473,IT+Comms Rental Payments,"£85,113.94"
Ministry of Defence,Ministry of Defence,16/11/2021,Heating Oil+Utilities Consumed,Navy Command,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,590805,Gas,"£84,444.70"
Ministry of Defence,Ministry of Defence,29/11/2021,P+M General Services,Defence Equipment and Support,QINETIQ LIMITED,GU14 0LX,593285,P+M General Services,"£84,359.00"
Ministry of Defence,Ministry of Defence,11/11/2021,Telecomms + IT non capital,Army Command,ACTICA CONSULTING LIMITED,GU2 7RF,589988,IT+Comms Rental Payments,"£83,996.26"
Ministry of Defence,Ministry of Defence,03/11/2021,CL MonthEnd Accruals Balance,Defence Equipment and Support,KELLOGG BROWN & ROOT LIMITED,KT22 7NL,588050,CL MonthEnd Accruals Balance,"£83,583.90"
Ministry of Defence,Ministry of Defence,12/11/2021,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,TETRA TECH MANAGEMENT SERVICES LIMITED,L2 6RE,590150,Fiscal AUC Capital Additions,"£83,347.99"
Ministry of Defence,Ministry of Defence,23/11/2021,Research+Development Expend,Strategic Command,ADARGA LIMITED,SE1 0LN,592163,Research+Development Expend,"£83,333.34"
Ministry of Defence,Ministry of Defence,25/11/2021,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,TETRA TECH MANAGEMENT SERVICES LIMITED,L2 6RE,592851,Fiscal AUC Capital Additions,"£83,229.71"
Ministry of Defence,Ministry of Defence,08/11/2021,Fees for Prof Services,Army Command,NEWMAN & SPURR CONSULTANCY  LIMITED,GU17 9AB,588964,Fees for Other Prof Services,"£83,000.77"
Ministry of Defence,Ministry of Defence,19/11/2021,Telecomms + IT non capital,Strategic Command,INFORMATION SERVICES GROUP EUROPE LIMITED,GU2 4HJ,591704,IT+Comms Rental Payments,"£82,753.80"
Ministry of Defence,Ministry of Defence,10/11/2021,Fees for Prof Services,Army Command,ADARGA LIMITED,SE1 0LN,589372,Fees for Other Prof Services,"£82,500.00"
Ministry of Defence,Ministry of Defence,11/11/2021,Telecomms + IT non capital,Army Command,MICRO FOCUS SOFTWARE UK LTD,RG12 1HN,589729,IT+Comms Rental Payments,"£82,438.40"
Ministry of Defence,Ministry of Defence,10/11/2021,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE (DEFENCE) LIMITED,B70 1DA,589618,Estate+Facilities Mgmnt Servs,"£82,255.50"
Ministry of Defence,Royal Hospital Chelsea,03.11.2021,Purchased Services,Royal Hospital Chelsea,CBRE Managd Services Ltd,SE1 0HL,PIN134992,Maintenanace,"£82,212.25"
Ministry of Defence,Royal Hospital Chelsea,26.11.2021,Purchased Services,Royal Hospital Chelsea,CBRE Managd Services Ltd,SE1 0HL,PIN135097,Maintenanace,"£82,212.25"
Ministry of Defence,Ministry of Defence,19/11/2021,Telecomms + IT non capital,Army Command,ATOS IT SERVICES UK LIMITED,WV10 6UH,591700,IT+Comms Rental Payments,"£81,866.25"
Ministry of Defence,Ministry of Defence,04/11/2021,P+M General Services,Defence Equipment and Support,DEFENCE ELECTRONIC AND COMPONENTS AGENCY,CH5 2LS,588335,P+M General Services,"£81,764.10"
Ministry of Defence,Ministry of Defence,01/11/2021,CL MonthEnd Accruals Balance,Defence Equipment and Support,HELMET INTEGRATED SYSTEMS LTD,SG6 2TU,587310,CL MonthEnd Accruals Balance,"£81,418.10"
Ministry of Defence,Ministry of Defence,25/11/2021,Rental Payments - Transport,Strategic Command,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,6000066350,Rental Payments-Transport-Oth,"£80,177.70"
Ministry of Defence,Ministry of Defence,24/11/2021,CL MonthEnd Accruals Balance,Defence Equipment and Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,592493,CL MonthEnd Accruals Balance,"£80,159.06"
Ministry of Defence,Ministry of Defence,22/11/2021,Research+Development Expend,Defence Equipment and Support,QINETIQ LIMITED,GU14 0LX,591895,Research+Development Expend,"£80,017.84"
