Department,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Supplier Site Post Code,Transaction Number,Payment Description,Total,,
Ministry of Defence,Ministry of Defence,06/09/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE (DEFENCE) LIMITED,B70 1DA,644815,Estate+Facilities Mgmnt Servs,"£811,275.53",,
Ministry of Defence,Ministry of Defence,27/09/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE LIMITED,SE1 9SG,648279,Fiscal AUC Capital Additions,"£809,943.17",,
Ministry of Defence,Ministry of Defence,05/09/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,FES SUPPORT SERVICES LIMITED,FK7 8HW,644660,Fiscal AUC Capital Additions,"£809,317.97",,
Ministry of Defence,Ministry of Defence,20/09/2022,CL MonthEnd Accruals Balance,Defence Equipment and Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,646945,CL MonthEnd Accruals Balance,"£806,288.77",,
Ministry of Defence,Ministry of Defence,22/09/2022,Food + Clothing Consumed,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,647644,Food + Clothing Consumed,"£803,043.84",,
Ministry of Defence,Ministry of Defence,22/09/2022,IT+Comms Equipment,DES Bespoke Trading Entity,G4S SECURE SOLUTIONS (UK) LTD,S81 7QF,647518,IT+Comms Capital Addtns In Yr,"£800,481.95",,
Ministry of Defence,Ministry of Defence,21/09/2022,Assets under Construction,Defence Equipment and Support,BAE SYSTEMS SURFACE SHIPS LIMITED,G14 0XN,647305,SUME AUC Capital Additions,"£798,815.00",,
Ministry of Defence,Ministry of Defence,09/09/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE (DEFENCE) LIMITED,BS32 4NH,6000071687,Estate+Facilities Mgmnt Servs,"£797,130.32",,
Ministry of Defence,Ministry of Defence,08/09/2022,Telecomms + IT non capital,Army Command,ROKE MANOR RESEARCH LTD,SO51 0ZN,645304,IT+Comms Rental Payments,"£786,423.85",,
Ministry of Defence,Ministry of Defence,23/09/2022,Rental Payments - Transport,Army Command,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,647875,Rental Payments-Transport-Oth,"£775,255.93",,
Ministry of Defence,Ministry of Defence,09/09/2022,Research+Development Expend,Army Command,ROKE MANOR RESEARCH LTD,SO51 0ZN,645528,Research+Development Expend,"£766,589.33",,
Ministry of Defence,Ministry of Defence,02/09/2022,Assets under Construction,Air Command,BAE SYSTEMS (OPERATIONS) LIMITED,PR4 1AX,644023,Fiscal AUC Capital Additions,"£747,628.80",,
Ministry of Defence,Ministry of Defence,05/09/2022,Defence Equip General Services,Defence Equipment and Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,644716,Defence Eqpt Serv Chrge+Off BS,"£746,971.67",,
Ministry of Defence,Ministry of Defence,15/09/2022,P+M General Services,Defence Equipment and Support,BOEING DEFENCE UK LTD,BS16 1EJ,646426,P+M General Services,"£734,290.43",,
Ministry of Defence,Ministry of Defence,23/09/2022,Defence Equip General Services,Defence Equipment and Support,JFD LIMITED,AB32 6TQ,647887,Defence Eqpt Serv Chrge+Off BS,"£726,502.95",,
Ministry of Defence,Ministry of Defence,26/09/2022,CL MonthEnd Accruals Balance,Defence Equipment and Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,647952,CL MonthEnd Accruals Balance,"£725,566.98",,
Ministry of Defence,Ministry of Defence,05/09/2022,Fees for Prof Services,DEFENCE INFRASTRUCTURE ORGANISATION,MOTT MACDONALD LTD,BS1 6FL,644550,Fees for Other Prof Services,"£717,309.60",,
Ministry of Defence,Ministry of Defence,08/09/2022,Capital Spares,Defence Equipment and Support,THERMOTEKNIX SYSTEMS LIMITED,CB25 9QR,645231,CS Engineering + Technical,"£713,580.96",,
Ministry of Defence,Ministry of Defence,14/09/2022,P+M General Services,Defence Equipment and Support,BAE SYSTEMS SURFACE SHIPS LIMITED,PO1 9NW,646116,P+M General Services,"£699,520.00",,
Ministry of Defence,Ministry of Defence,14/09/2022,Government Procurement Card,Ministry of Defence,BARCLAYS BANK PLC,,17107,Monthly GPC Payment,"£695,801.61",,
Ministry of Defence,Ministry of Defence,14/09/2022,Fees for Prof Services,Air Command,PA CONSULTING SERVICES LTD,SG8 6DP,646023,Fees for Other Prof Services,"£681,271.20",,
Ministry of Defence,Ministry of Defence,27/09/2022,P+M General Services,Air Command,FR AVIATION LIMITED,BH23 6NE,2000020986,P+M General Services,"£678,383.37",,
Ministry of Defence,Ministry of Defence,29/09/2022,Fees for Prof Services,Head Office and Corporate Services,DELOITTE LLP,EC4A 2BZ,648972,Fees for Other Prof Services,"£673,770.00",,
Ministry of Defence,Ministry of Defence,07/09/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,645077,Fiscal AUC Capital Additions,"£672,290.28",,
Ministry of Defence,Ministry of Defence,09/09/2022,P+M General Services,Defence Equipment and Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,645371,P+M General Services,"£671,581.96",,
Ministry of Defence,Ministry of Defence,29/09/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,VOLKERSTEVIN LIMITED,PR2 5PE,648839,Fiscal AUC Capital Additions,"£667,464.06",,
Ministry of Defence,Ministry of Defence,21/09/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY COMMUNITY LIMITED,L19 2PH,647284,Estate+Facilities Mgmnt Servs,"£663,518.41",,
Ministry of Defence,Ministry of Defence,12/09/2022,Government Procurement Card,Ministry of Defence,NAT WEST (RBS),,17104,Monthly GPC Payment,"£662,572.05",,
Ministry of Defence,Ministry of Defence,09/09/2022,P+M General Services,Defence Equipment and Support,BOEING DEFENCE UK LTD,BS16 1EJ,645481,P+M General Services,"£661,420.00",,
Ministry of Defence,Ministry of Defence,08/09/2022,Capital Spares,Defence Equipment and Support,BEECHWOOD EQUIPMENT LIMITED,KT10 1AF,645326,CS Engineering + Technical,"£658,560.00",,
Ministry of Defence,Ministry of Defence,23/09/2022,Capital Spares,Defence Equipment and Support,BEECHWOOD EQUIPMENT LIMITED,KT10 1AF,647790,CS Engineering + Technical,"£657,360.00",,
Ministry of Defence,Ministry of Defence,21/09/2022,Rental Payments - Buildings,DEFENCE INFRASTRUCTURE ORGANISATION,TRICOMM HOUSING LIMITED,NE1 4JE,647217,Prop Dw SCA Serv Chrge+ Off BS,"£655,343.82",,
Ministry of Defence,Ministry of Defence,16/09/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,Kier Graham Defence Limited,SG19 2BD,646755,Fiscal AUC Capital Additions,"£647,987.74",,
Ministry of Defence,Ministry of Defence,06/09/2022,P+M General Services,Defence Equipment and Support,MSI-DEFENCE SYSTEMS LTD,NR7 9AY,644854,P+M General Services,"£640,815.98",,
Ministry of Defence,Ministry of Defence,21/09/2022,P+M General Services,Defence Equipment and Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,647157,P+M General Services,"£630,538.02",,
Ministry of Defence,Ministry of Defence,08/09/2022,Telecomms + IT non capital,Army Command,DELOITTE LLP,MK9 1FD,645195,IT+Comms Rental Payments,"£627,078.00",,
Ministry of Defence,Ministry of Defence,22/09/2022,Defence Equip General Services,Strategic Command,BAE SYSTEMS (OPERATIONS) LIMITED,BH23 4JE,647645,Defence Eqpt Serv Chrge+Off BS,"£626,022.19",,
Ministry of Defence,Ministry of Defence,15/09/2022,Fees for Prof Services,Air Command,PA CONSULTING SERVICES LTD,SG8 6DP,646439,Fees for Other Prof Services,"£612,877.20",,
Ministry of Defence,Ministry of Defence,21/09/2022,Rental Payments - Transport,Navy Command,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,647384,Rental Payments-Transport-Oth,"£607,773.26",,
Ministry of Defence,Ministry of Defence,14/09/2022,Research+Development Expend,Defence Equipment and Support,QINETIQ LIMITED,GU14 0LX,646149,Research+Development Expend,"£604,794.80",,
Ministry of Defence,Ministry of Defence,27/09/2022,Telecomms + IT non capital,Army Command,IBM UNITED KINGDOM LIMITED,PO6 3AU,648308,IT+Comms Rental Payments,"£603,621.88",,
Ministry of Defence,Ministry of Defence,28/09/2022,Capital Spares,Defence Equipment and Support,VIKING ARMS LIMITED,HG3 4BW,648693,CS Engineering + Technical,"£600,000.00",,
Ministry of Defence,Ministry of Defence,27/09/2022,Capital Spares,Defence Equipment and Support,VIKING ARMS LIMITED,HG3 4BW,648255,CS Engineering + Technical,"£598,080.00",,
Ministry of Defence,Ministry of Defence,05/09/2022,P+M General Services,Defence Nuclear Organisation,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,644716,P+M General Services,"£591,082.91",,
Ministry of Defence,Ministry of Defence,23/09/2022,P+M General Services,Defence Equipment and Support,BOEING DEFENCE UK LTD,BS16 1EJ,647812,P+M General Services,"£586,096.75",,
Ministry of Defence,Ministry of Defence,06/09/2022,P+M General Services,Defence Equipment and Support,KUEHNE + NAGEL LIMITED,UB11 1FG,644870,P+M General Services,"£584,565.36",,
Ministry of Defence,Ministry of Defence,20/09/2022,Defence Equip General Services,Defence Equipment and Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,646959,Defence Eqpt Serv Chrge+Off BS,"£579,289.69",,
Ministry of Defence,Ministry of Defence,28/09/2022,Defence Equip General Services,Defence Equipment and Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,648611,Defence Eqpt Serv Chrge+Off BS,"£579,289.69",,
Ministry of Defence,Ministry of Defence,26/09/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,TETRA TECH MANAGEMENT SERVICES LIMITED,L2 6RE,648181,Fiscal AUC Capital Additions,"£577,564.80",,
Ministry of Defence,Ministry of Defence,01/09/2022,Defence Equip General Services,Defence Equipment and Support,SAAB AB,,3209432,Defence Eqpt Serv Chrge+Off BS,"£572,430.50",,
Ministry of Defence,Ministry of Defence,27/09/2022,Defence Equip General Services,Defence Equipment and Support,SAAB AB,,3209535,Defence Eqpt Serv Chrge+Off BS,"£572,430.50",,
Ministry of Defence,Ministry of Defence,12/09/2022,Heating Oil+Utilities Consumed,Navy Command,TOTALENERGIES GAS & POWER LIMITED,RH1 1RX,645639,Gas,"£568,698.34",,
Ministry of Defence,Ministry of Defence,21/09/2022,P+M General Services,Army Command,MORSON HUMAN RESOURCES LIMITED,M50 1RD,647333,P+M General Services,"£555,300.72",,
Ministry of Defence,Ministry of Defence,15/09/2022,P+M General Services,Army Command,EVERETT AVIATION CHARTER LTD,,3209491,P+M General Services,"£552,282.24",,
Ministry of Defence,Ministry of Defence,16/09/2022,Fuels Non Utilities Consumed,Army Command,CERTAS ENERGY UK LIMITED,WA3 6XG,646714,Fuels Non Utilities Consumed,"£545,979.28",,
Ministry of Defence,Ministry of Defence,01/09/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,VIVO DEFENCE SERVICES LIMITED,NE12 8EX,643909,Estate+Facilities Mgmnt Servs,"£542,079.60",,
Ministry of Defence,Ministry of Defence,09/09/2022,Telecomms + IT non capital,Defence Equipment and Support,LOCKHEED MARTIN UK LIMITED,EC4N 6EU,645513,IT+Comms Rental Payments,"£538,914.30",,
Ministry of Defence,Ministry of Defence,22/09/2022,Telecomms + IT non capital,Defence Equipment and Support,LOCKHEED MARTIN UK LIMITED,EC4N 6EU,647618,IT+Comms Rental Payments,"£538,914.30",,
Ministry of Defence,Ministry of Defence,21/09/2022,Fees for Prof Services,Head Office and Corporate Services,ERNST & YOUNG LLP,SE1 2AF,647269,Fees for Other Prof Services,"£537,345.80",,
Ministry of Defence,Ministry of Defence,15/09/2022,P+M General Services,Defence Equipment and Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,646259,P+M General Services,"£529,486.56",,
Ministry of Defence,Ministry of Defence,21/09/2022,Rental Payments - Transport,Air Command,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,647384,Rental Payments-Transport-Oth,"£525,517.69",,
Ministry of Defence,Ministry of Defence,22/09/2022,Telecomms + IT non capital,Army Command,MONITOR INTELLIGENCE SERVICES LTD,SN5 6QR,647529,IT+Comms Rental Payments,"£521,103.00",,
Ministry of Defence,Ministry of Defence,22/09/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,TRANT ENGINEERING LIMITED,SO40 9LT,647430,Fiscal AUC Capital Additions,"£511,692.64",,
Ministry of Defence,Ministry of Defence,02/09/2022,Defence Equip General Services,Defence Equipment and Support,ATLAS ELEKTRONIK UK LIMITED,DT2 8ZB,644122,Defence Eqpt Serv Chrge+Off BS,"£504,268.06",,
Ministry of Defence,Ministry of Defence,22/09/2022,Rental Payments - Transport,Navy Command,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,647614,Rental Payments-Transport-Oth,"£502,421.49",,
Ministry of Defence,Ministry of Defence,28/09/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,ARCADIS LLP,N1 9AB,648541,Fiscal AUC Capital Additions,"£494,127.86",,
Ministry of Defence,Ministry of Defence,13/09/2022,P+M General Services,Head Office and Corporate Services,"ENERGY, SAFETY AND RISK CONSULTANTS (UK) LIMITED",DL1 1RW,645937,P+M General Services,"£494,107.15",,
Ministry of Defence,Ministry of Defence,27/09/2022,Research+Development Expend,Air Command,BAE SYSTEMS (OPERATIONS) LIMITED,BA22 8UZ,648204,Research+Development Expend,"£490,129.00",,
Ministry of Defence,Ministry of Defence,16/09/2022,Raw Materials + Consumables,Defence Equipment and Support,CERTAS ENERGY UK LIMITED,WA3 6XG,646714,RMC Oil Fuel & Lubricants,"£489,546.91",,
Ministry of Defence,Ministry of Defence,21/09/2022,Telecomms + IT non capital,Strategic Command,COGNIZANT WORLDWIDE LIMITED,W2 6BD,647232,IT+Comms Rental Payments,"£487,500.00",,
Ministry of Defence,Ministry of Defence,28/09/2022,Assets under Construction,Air Command,NIKON METROLOGY EUROPE N.V.,,648657,Fiscal AUC Capital Additions,"£479,670.36",,
Ministry of Defence,Ministry of Defence,27/09/2022,Telecomms + IT non capital,Army Command,ATOS IT SERVICES UK LIMITED,WV10 6UH,648206,IT+Comms Rental Payments,"£477,362.30",,
Ministry of Defence,Ministry of Defence,02/09/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,SODEXO LTD,M50 0AL,644227,Estate+Facilities Mgmnt Servs,"£475,729.94",,
Ministry of Defence,Ministry of Defence,02/09/2022,Research+Development Expend,Defence Equipment and Support,BAE SYSTEMS (OPERATIONS) LIMITED,PR4 1AX,644021,Research+Development Expend,"£475,729.88",,
Ministry of Defence,Ministry of Defence,29/09/2022,Research+Development Expend,Defence Equipment and Support,BAE SYSTEMS (OPERATIONS) LIMITED,PR4 1AX,648906,Research+Development Expend,"£475,729.88",,
Ministry of Defence,Ministry of Defence,02/09/2022,Telecomms + IT non capital,Strategic Command,BOXXE LIMITED,YO31 7RE,643988,IT+Comms Rental Payments,"£468,077.26",,
Ministry of Defence,Ministry of Defence,28/09/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,VIVO DEFENCE SERVICES LIMITED,NE12 8EX,648633,Fiscal AUC Capital Additions,"£467,328.09",,
Ministry of Defence,Ministry of Defence,02/09/2022,P+M General Services,Defence Equipment and Support,ENTERPRISE SERVICES DEFENCE AND SECURITY UK LIMITED,GU11 1PZ,643985,P+M General Services,"?465,943.69?",,
Ministry of Defence,Ministry of Defence,02/09/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,TETRA TECH MANAGEMENT SERVICES LIMITED,L2 6RE,643982,Fiscal AUC Capital Additions,"£460,824.73",,
Ministry of Defence,Ministry of Defence,15/09/2022,Transportation + Movement,Defence Equipment and Support,JAMES FISHER EVERARD LIMITED,EC2M 7JH,646582,Transport + Movement Freight,"£458,430.47",,
Ministry of Defence,Ministry of Defence,28/09/2022,Fees for Prof Services,Defence Nuclear Organisation,QINETIQ LIMITED,GU14 0LX,648609,Fees for Other Prof Services,"£457,195.00",,
Ministry of Defence,Ministry of Defence,07/09/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,645077,Estate+Facilities Mgmnt Servs,"£451,546.10",,
Ministry of Defence,Ministry of Defence,23/09/2022,P+M General Services,Defence Equipment and Support,IRVINGQ LIMITED,CF32 8PL,647773,P+M General Services,"£450,604.00",,
Ministry of Defence,Ministry of Defence,15/09/2022,Telecomms + IT non capital,Strategic Command,MASTEK (UK) LTD,RG1 8BW,646598,IT+Comms Rental Payments,"£447,660.00",,
Ministry of Defence,Ministry of Defence,02/09/2022,P+M General Services,Defence Equipment and Support,CENTRE FOR ENVIRONMENT FISHERIES + AQUACULTURE SCIENCE,NR33 0HT,644229,P+M General Services,"£445,290.85",,
Ministry of Defence,Ministry of Defence,01/09/2022,Fees for Prof Services,Head Office and Corporate Services,INSIGHT DIRECT (U K) LTD,S9 2BU,643702,Fees for Other Prof Services,"£440,490.00",,
Ministry of Defence,Ministry of Defence,14/09/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE (DEFENCE) LIMITED,B70 1DA,646164,Estate+Facilities Mgmnt Servs,"£439,558.05",,
Ministry of Defence,Ministry of Defence,20/09/2022,Fees for Prof Services,Air Command,CAPGEMINI UK PLC,GU21 6DB,646920,Fees for Other Prof Services,"£438,188.38",,
Ministry of Defence,Ministry of Defence,08/09/2022,Rates + CILOR + Rents,DEFENCE INFRASTRUCTURE ORGANISATION,MEARS LIMITED,RG24 8FW,645145,Rates+CILOR + Rents,"£436,689.66",,
Ministry of Defence,Ministry of Defence,02/09/2022,Estate+Facilities Mgmnt Servs,Head Office and Corporate Services,EMCOR GROUP (UK) PLC,SO53 3YE,644290,Estate+Facilities Mgmnt Servs,"£428,407.44",,
Ministry of Defence,Ministry of Defence,08/09/2022,Intangibles Non SUME,Strategic Command,DIGI2AL LIMITED,SE1 9PD,645176,Intangible Cap Additions In Yr,"£425,650.85",,
Ministry of Defence,Ministry of Defence,20/09/2022,Intangibles SUME,Defence Equipment and Support,UNITED STATES GOVERNMENT,BS34 8JH,2000020926,Intangible Cap Additions In Yr,"£425,304.69",,
Ministry of Defence,Ministry of Defence,20/09/2022,P+M General Services,Air Command,FR AVIATION LIMITED,BH23 6NE,646985,P+M General Services,"£422,156.09",,
Ministry of Defence,Ministry of Defence,20/09/2022,Raw Materials + Consumables,Defence Equipment and Support,CERTAS ENERGY UK LIMITED,WA3 6XG,646930,RMC Oil Fuel & Lubricants,"£421,238.23",,
Ministry of Defence,Ministry of Defence,21/09/2022,Assets under Construction,Navy Command,PKL GROUP (UK) LTD,GL52 7DQ,647328,Fiscal AUC Capital Additions,"£420,907.20",,
Ministry of Defence,Ministry of Defence,16/09/2022,Assets under Construction,Navy Command,DAMEN WORKBOATS B.V.,,3209497,Fiscal AUC Capital Additions,"£415,216.00",,
Ministry of Defence,Ministry of Defence,13/09/2022,Fuels Non Utilities Consumed,Defence Equipment and Support,BOC LIMITED,M28 2UT,645855,Fuels Non Utilities Consumed,"£414,637.07",,
Ministry of Defence,Ministry of Defence,20/09/2022,Telecomms + IT non capital,Army Command,MONITOR INTELLIGENCE SERVICES LTD,SN5 6QR,647092,IT+Comms Rental Payments,"£408,528.69",,
Ministry of Defence,Ministry of Defence,22/09/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,KIER CONSTRUCTION LTD,PL6 5DH,647495,Estate+Facilities Mgmnt Servs,"£404,157.92",,
Ministry of Defence,Ministry of Defence,14/09/2022,Fuels Non Utilities Consumed,Defence Equipment and Support,BOC LIMITED,M28 2UT,646215,Fuels Non Utilities Consumed,"£402,926.05",,
Ministry of Defence,Ministry of Defence,23/09/2022,Fuels Non Utilities Consumed,Defence Equipment and Support,CERTAS ENERGY UK LIMITED,WA3 6XG,647886,Fuels Non Utilities Consumed,"£398,827.68",,
Ministry of Defence,Ministry of Defence,16/09/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,ASPIRE DEFENCE LIMITED,SP9 7QD,646637,Fiscal AUC Capital Additions,"£396,415.86",,
Ministry of Defence,Ministry of Defence,05/09/2022,Rental Payments - Buildings,DEFENCE INFRASTRUCTURE ORGANISATION,ROSELEAD LIMITED,CB1 2JD,644517,Prop Dw SCA Serv Chrge+ Off BS,"£395,543.56",,
Ministry of Defence,Ministry of Defence,01/09/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE LIMITED,SE1 9SG,643911,Fiscal AUC Capital Additions,"£395,507.77",,
