unique identifier,Invoice Paid Date,Invoice Cost Centre Description,Invoice Account Description,Supplier Name,Transparency Invoice Amount
Sept Transparency 542,22/09/2021,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,DIGITAL SKILLS FOR GROWTH,"£44,510"
Sept Transparency 543,27/09/2021,CHG FES WORK MANAGEMENT,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,TATA CONSULTANCY SERVICES LTD,"£44,460"
Sept Transparency 544,27/09/2021,DIG DDSP BUSINESS SERVICES,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,IBM UNITED KINGDOM LTD,"£44,443"
Sept Transparency 545,10/09/2021,CASD CENTRAL ANALYSIS AND SCIENCE DIRECTORATE,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES,CAMBRIDGE INFORMATION LTD,"£44,434"
Sept Transparency 546,08/09/2021,DIG CONTACT CENTRE SERVICE DEL P,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING CONTACT CENTRES,BT GLOBAL SERVICE SOLUTIONS,"£44,242"
Sept Transparency 547,28/09/2021,DIG INTEGRATION PLATFORMS FILE TRANSFER,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,IBM UK LTD,"£44,098"
Sept Transparency 548,15/09/2021,FG CD ESTATES COSTS,EXP - PURCHASE OF GOODS/SERVICES - ACCOMM & BLDNG MGMT - FURNITURE & FITTINGS,WAGSTAFF INTERIORS GROUP STD FURNITURE,"£44,050"
Sept Transparency 549,10/09/2021,FG CD ESTATES TOM DEL P,EXP - PURCHASE OF GOODS/SERVICES - WATER,SCOTTISH WATER BUSINESS STREAM LTD,"£44,028"
Sept Transparency 550,27/09/2021,DIG DYNAMIC TRUST HUB,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,TATA CONSULTANCY SERVICES LTD,"£44,000"
Sept Transparency 551,10/09/2021,FG CD OPS AND CMG ACQUISITIONS,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING CONFERENCING,STONE COMPUTERS LTD,"£43,625"
Sept Transparency 552,15/09/2021,EP CEP PHASE 2 NEA NB CPA14 WALES,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,BUSINESS SENSE ASSOCIATES LTD,"£43,156"
Sept Transparency 553,08/09/2021,DIG CONTACT CENTRE SERVICE DEL P,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING CONTACT CENTRES,BT GLOBAL SERVICE SOLUTIONS,"£43,124"
Sept Transparency 554,13/09/2021,OPS CFC DISCRETE BUDGET CONTROL,EXP - PURCHASE OF GOODS/SERVICES - OTHER FACILITIES - CONTACT CENTRES,SERCO LTD,"£43,028"
Sept Transparency 555,15/09/2021,DIG NOTIFICATION SERVICE PROJECT DELP,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,OPEN TEXT UK LTD,"£42,948"
Sept Transparency 556,28/09/2021,CHG UC STAKEHOLDER & PARTNERS,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - RECURRENT PUBLICITY,M&C SAATCHI UK LTD,"£42,940"
Sept Transparency 557,29/09/2021,DIG WORKPLACE COMPUTING SERVICE,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - EQUIPMENT,COMPUTACENTER UK LTD,"£42,857"
Sept Transparency 558,15/09/2021,EP CEP PHASE 2 NEA NB CPA06 LONDON & HOME COUNTIES,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,IXION HOLDINGS CONTRACTS LTD,"£42,686"
Sept Transparency 559,08/09/2021,DIG DYNAMIC TRUST HUB - CARERS PATHFINDER DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,BJSS LTD,"£42,552"
Sept Transparency 560,27/09/2021,DIG TBPS PROJECT,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,CAPGEMINI UK PLC,"£42,510"
Sept Transparency 561,03/09/2021,WWEG CEP IPES CPA 2 NORTH EAST ENGLAND,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,REED IN PARTNERSHIP LTD,"£42,282"
Sept Transparency 562,07/09/2021,CHG PUBLIC SECTOR PROVISION,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - NON-ADVISORY,PIXEL GROUP LTD,"£42,240"
Sept Transparency 563,08/09/2021,CASD CENTRAL ANALYSIS AND SCIENCE DIRECTORATE,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES,CAMBRIDGE INFORMATION LTD,"£41,807"
Sept Transparency 564,15/09/2021,EP CEP PHASE 2 NEA NB CPA03 CENTRAL ENGLAND,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,STANDGUIDE LTD,"£41,798"
Sept Transparency 565,08/09/2021,DIG ITLR - CONNECTIVITY - PSNC - DELA,AI - PFI - RENTALS UNDER NON-PFI OPERATING LEASES - P&M - CONNECTIVITY,BT GLOBAL SERVICE SOLUTIONS,"£41,117"
Sept Transparency 566,08/09/2021,DIG ITLR - CONNECTIVITY - PSNC - DELA,AI - PFI - RENTALS UNDER NON-PFI OPERATING LEASES - P&M - CONNECTIVITY,BT GLOBAL SERVICES,"£40,989"
Sept Transparency 567,01/09/2021,FG CD OPS AND CMG ACQUISITIONS,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING CONFERENCING,STONE COMPUTERS LTD,"£40,690"
Sept Transparency 568,02/09/2021,DIG WORKPLACE COMPUTING SERVICE DEL P,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - EQUIPMENT,COMPUTACENTER UK LTD,"£40,425"
Sept Transparency 569,15/09/2021,DIG BULK PRINT SERVICE DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,WILLIAMS LEA CCM LTD,"£40,323"
Sept Transparency 570,08/09/2021,DIG ITLR - CONNECTIVITY - PSNC - DELA,AI - PFI - RENTALS UNDER NON-PFI OPERATING LEASES - P&M - CONNECTIVITY,BT GLOBAL SERVICES,"£40,290"
Sept Transparency 571,03/09/2021,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,UPSKILLING EMPLOYEES IN C2C,"£40,216"
Sept Transparency 572,30/09/2021,DIG WORKPLACE COMPUTING SERVICE,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - EQUIPMENT,COMPUTACENTER UK LTD,"£40,082"
Sept Transparency 573,16/09/2021,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,DURHAM COUNTY COUNCIL,"£39,802"
Sept Transparency 574,28/09/2021,CHG DIGITAL DEBT MANAGEMENT SERVICE,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,CAPGEMINI UK PLC,"£39,695"
Sept Transparency 575,29/09/2021,DIG APPLICATION DATA PLATFORMS EAS,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,SITEKIT SYSTEMS LTD,"£39,600"
Sept Transparency 576,02/09/2021,DIG LOCAL PRINT SERVICE,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,XEROX UK LTD 3W,"£39,470"
Sept Transparency 577,29/09/2021,DIG TECH PLATFORM CIS SEF,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,OPENCAST,"£39,420"
Sept Transparency 578,06/09/2021,DIG EUCS-06 DASHBOARD,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,REDESMERE LTD,"£39,064"
Sept Transparency 579,14/09/2021,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,EXPERIENCE WORKS,"£39,009"
Sept Transparency 580,23/09/2021,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,COVENTRY & WARWICKSHIRE SKILLS 4 GROWTH,"£38,905"
Sept Transparency 581,20/09/2021,DIG BASELINE RUN - BENEFIT SUPPORTING SERVICES DEL P,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING SOFTWARE LICENCES,MICRO FOCUS SOFTWARE UK LTD,"£38,880"
Sept Transparency 582,03/09/2021,EP CEP WHP JETS SCOTLAND,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,CAPITA BUSINESS SERVICES LTD,"£38,468"
Sept Transparency 583,15/09/2021,EP CEP WHP JETS SCOTLAND,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,CAPITA BUSINESS SERVICES LTD,"£38,468"
Sept Transparency 584,23/09/2021,EP CEP WHP JETS SCOTLAND,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,CAPITA BUSINESS SERVICES LTD,"£38,468"
Sept Transparency 585,10/09/2021,DIG DYNAMIC TRUST HUB,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,TATA CONSULTANCY SERVICES LTD,"£38,000"
Sept Transparency 586,07/09/2021,DIG WORKPLACE COMPUTING SERVICE,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - EQUIPMENT,COMPUTACENTER UK LTD,"£37,822"
Sept Transparency 587,24/09/2021,DIG DIGITAL UC WORKING AGE LEEDS DEL P,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,TATA CONSULTANCY SERVICES LTD,"£37,800"
Sept Transparency 588,15/09/2021,DIG DDSP BUSINESS SERVICES,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,ACCENTURE UK LTD,"£37,579"
Sept Transparency 589,29/09/2021,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,ESF RISE,"£37,563"
Sept Transparency 590,01/09/2021,FG CD ESTATES RESIDUAL COSTS,EXP - PURCHASE OF GOODS/SERVICES - BLDNG MANAGEMENT - INTEGRATOR,SODEXO LTD,"£37,534"
Sept Transparency 591,16/09/2021,DIG TRANSFORMATION ECSS CP AND IDV - DEL P,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,ACCENTURE UK LTD,"£37,493"
Sept Transparency 592,06/09/2021,DIG WORKPLACE COMPUTING SERVICE,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - EQUIPMENT,COMPUTACENTER UK LTD,"£37,422"
Sept Transparency 593,16/09/2021,DIG TECH PLATFORM CIS SEF,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,LAYER 7 IT SECURITY,"£37,400"
Sept Transparency 594,02/09/2021,DIG WORKPLACE COMPUTING SERVICE,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,PIXEL GROUP LTD,"£37,260"
Sept Transparency 595,24/09/2021,DIG EDW REMEDIATION,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING SOFTWARE LICENCES,COMPUTACENTER UK LTD,"£37,082"
Sept Transparency 596,29/09/2021,DIG DIGITAL UC WORKING AGE LEEDS DEL P,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,TATA CONSULTANCY SERVICES LTD,"£37,044"
Sept Transparency 597,22/09/2021,STR WORK & HEALTH JOINT UNIT,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - ORIGINAL RESEARCH,IPSOS MORI,"£37,025"
Sept Transparency 598,27/09/2021,DIG TECH PLATFORM CIS REMEDIATION,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING APPS DEV,IBM UNITED KINGDOM LTD,"£36,933"
Sept Transparency 599,23/09/2021,DIG EMAIL & OFFICE,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,QBIT KLOUD LTD,"£36,664"
Sept Transparency 600,23/09/2021,STR WORK & HEALTH INNOVATION FUND,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,OFFICE FOR NATIONAL STATISTICS,"£36,638"
Sept Transparency 601,14/09/2021,OPS WDC WSD NATIONAL EMPLOYER AND PARTNERSHIP TEAM,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,KPMG,"£36,274"
Sept Transparency 602,16/09/2021,WWEG CEP IPES CPA 1 CENTRAL ENGLAND,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,SHAW TRUST,"£36,238"
Sept Transparency 603,27/09/2021,DIG SINGLE CUSTOMER VIEW & SINGLE AGENT VIEW DEL P,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,IBM UK LTD,"£36,187"
Sept Transparency 604,08/09/2021,DIG ITLR - CONNECTIVITY - PSNC - DELA,AI - PFI - RENTALS UNDER NON-PFI OPERATING LEASES - P&M - CONNECTIVITY,BT GLOBAL SERVICES,"£36,000"
Sept Transparency 605,28/09/2021,WWEG WP FG CEP ESF1420 HERTFORDSHIRE,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,REED IN PARTNERSHIP LTD,"£35,504"
Sept Transparency 606,06/09/2021,DIG TS-OPERATIONS,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,REDESMERE LTD,"£35,472"
Sept Transparency 607,15/09/2021,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,DURHAM COUNTY COUNCIL,"£35,417"
Sept Transparency 608,27/09/2021,DIG LOCAL PRINT SERVICE,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,XEROX UK LTD ,"£35,206"
Sept Transparency 609,07/09/2021,OPS DS ATW DISC EP NATIONAL,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,REMPLOY LTD,"£35,144"
Sept Transparency 610,10/09/2021,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,SOMERSET NEETS PROJECT,"£35,097"
Sept Transparency 611,20/09/2021,DIG DYNAMIC TRUST HUB,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,ACCENTURE UK LTD,"£34,997"
Sept Transparency 612,16/09/2021,FG CD ESTATES TOM DEL P,EXP - PURCHASE OF GOODS/SERVICES - BLDNG MANAGEMENT - MAIN CONTRACTOR,FES SUPPORT SERVICES LTD,"£34,769"
Sept Transparency 613,22/09/2021,DIG WORKPLACE COMPUTING SERVICE,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - EQUIPMENT,COMPUTACENTER UK LTD,"£34,667"
Sept Transparency 614,06/09/2021,WWEG CEP IPES CPA 6 WALES,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,REMPLOY LTD,"£34,578"
Sept Transparency 615,16/09/2021,DIG DIGITAL UC LEEDS DEL P,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,TATA CONSULTANCY SERVICES LTD,"£34,500"
Sept Transparency 616,06/09/2021,OPS DS ATW DISC EP NATIONAL,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,INGEUS UK LTD,"£34,498"
Sept Transparency 617,28/09/2021,DIG STB FUNDED ACCESS TO WORK - HEALTH & DISABILITY DEL P,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,CAPGEMINI UK PLC,"£34,449"
Sept Transparency 618,08/09/2021,DIG ITLR - CONNECTIVITY - PSNC - DELA,AI - PFI - RENTALS UNDER NON-PFI OPERATING LEASES - P&M - CONNECTIVITY,BT GLOBAL SERVICE SOLUTIONS,"£33,870"
Sept Transparency 619,27/09/2021,DIG SINGLE CUSTOMER VIEW & SINGLE AGENT VIEW DEL P,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,CAPGEMINI UK PLC,"£33,830"
Sept Transparency 620,06/09/2021,DIG WORKPLACE COMPUTING SERVICE,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - EQUIPMENT,COMPUTACENTER UK LTD,"£33,666"
Sept Transparency 621,03/09/2021,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,DIGITAL SKILLS FOR EMPLOYEES IN C2C,"£33,645"
Sept Transparency 622,27/09/2021,OPS LB CAPITA,EXP - PURCHASE OF GOODS/SERVICES - OTHER FACILITIES - CONTACT CENTRES,G4S GOVERNMENT AND OUTSOURCING SERVICES UK LTD,"£33,633"
Sept Transparency 623,13/09/2021,DIG ECMS PROJECT,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,COGNIZANT WORLDWIDE LTD,"£33,615"
Sept Transparency 624,09/09/2021,DIG TEAM COLLABORATION ,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING SOFTWARE MAIN & SUP,INVOTRA LTD,"£33,433"
Sept Transparency 625,30/09/2021,DIG TECHNOLOGY ASSET MANAGEMENT PROJECTS,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,BOXXE LTD,"£33,000"
Sept Transparency 626,22/09/2021,STR WORK & HEALTH JOINT UNIT,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - ORIGINAL RESEARCH,IFF RESEARCH LTD,"£32,934"
Sept Transparency 627,30/09/2021,FG CD ESTATES COSTS,EXP - PURCHASE OF GOODS/SERVICES - ACCOMM & BLDNG MGMT - FURNITURE & FITTINGS,GRESHAM OFFICE FURNITURE LTD,"£32,902"
Sept Transparency 628,09/09/2021,DIG MS OFFICE SERVICE,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,UBDS IT CONSULTING LTD,"£32,896"
Sept Transparency 629,28/09/2021,FG CD ESTATES TOM DEL P,EXP - PURCHASE OF GOODS/SERVICES - BLDNG MANAGEMENT - MAIN CONTRACTOR,RESOLUTION INTERIORS LTD,"£32,696"
Sept Transparency 630,10/09/2021,FG CD ESTATES TOM DEL P,EXP - PURCHASE OF GOODS/SERVICES - BLDNG MANAGEMENT - INTEGRATOR,SODEXO LTD,"£32,675"
Sept Transparency 631,20/09/2021,CHG INTEGRATED SERVICE,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,BJSS LTD,"£32,675"
Sept Transparency 632,24/09/2021,DIG RBC - COMMERCIAL COSTS,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,SCRUMCONNECT LTD,"£32,670"
Sept Transparency 633,14/09/2021,DIG USER RESEARCH & USER EXPERIENCE,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,IBM,"£32,319"
Sept Transparency 634,27/09/2021,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,LIFE READY WORK READY,"£32,229"
Sept Transparency 635,01/09/2021,DIG TBPS PROJECT,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,WILLIAMS LEA CCM LTD,"£32,209"
Sept Transparency 636,08/09/2021,FG CD ESTATES TOM DEL P,EXP - PURCHASE OF GOODS/SERVICES - BLDNG MANAGEMENT - INTEGRATOR,SODEXO LTD,"£32,152"
Sept Transparency 637,28/09/2021,DIG INTEGRATION PLATFORMS FILE TRANSFER,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,IBM UK LTD,"£32,115"
Sept Transparency 638,17/09/2021,OPS DS ATW DISC EP NATIONAL,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,INGEUS UK LTD,"£32,005"
Sept Transparency 639,15/09/2021,FG CD ESTATES COSTS,EXP - PURCHASE OF GOODS/SERVICES - ACCOMM & BLDNG MGMT - FURNITURE & FITTINGS,WAGSTAFF INTERIORS GROUP STD FURNITURE,"£31,954"
Sept Transparency 640,17/09/2021,DIG RBC - COMMERCIAL COSTS,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,ACCENTURE UK LTD,"£31,876"
Sept Transparency 641,27/09/2021,FG CRC ADVANCED PERSISTENT THREAT DETECTION,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,NCC GROUP SECURITY SERVICES LTD,"£31,845"
Sept Transparency 642,13/09/2021,CHG UC DIGITAL SERVICES-RECURRENT,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING SOFTWARE LICENCES,SOFTCAT PLC,"£31,841"
Sept Transparency 643,20/09/2021,DIG DYNAMIC TRUST HUB - CARERS PATHFINDER DEL P,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,ACCENTURE UK LTD,"£31,837"
Sept Transparency 644,07/09/2021,FG CD ESTATES TOM DEL P,EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT,CUSHMAN & WAKEFIELD DEBENHAM TIE LEUNG LTD,"£31,767"
Sept Transparency 645,08/09/2021,CASD CENTRAL ANALYSIS AND SCIENCE DIRECTORATE,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES,CAMBRIDGE INFORMATION LTD,"£31,600"
Sept Transparency 646,14/09/2021,OPS WDC WSD LN ST ALBANS JOBCENTRE PLUS,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - INTERPRETATION,THE BIG WORD,"£31,485"
Sept Transparency 647,30/09/2021,FG FIN CONT REPORTING & PRODUCTION TEAM,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - ACCOUNTING,SHARED SERVICES CONNECTED LTD,"£31,439"
Sept Transparency 648,23/09/2021,FG CD ESTATES TOM DEL P,EXP - PURCHASE OF GOODS/SERVICES - BLDNG MANAGEMENT - MAIN CONTRACTOR,SEDDON CONSTRUCTION LTD,"£31,398"
Sept Transparency 649,09/09/2021,DIG RTG DATA PLATFORMS DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,RPLUS ANALYTICS SOLUTIONS LTD,"£31,350"
Sept Transparency 650,24/09/2021,DIG EDW REMEDIATION,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,LAYER 7 IT SECURITY,"£31,025"
Sept Transparency 651,13/09/2021,DIG INTEGRATION - STRATEGIC ARA DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,SCOTT LOGIC LTD,"£30,703"
Sept Transparency 652,24/09/2021,DIG SDX REFRESH,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - EQUIPMENT,COMPUTACENTER UK LTD,"£30,465"
Sept Transparency 653,28/09/2021,DIG PEOPLE & PRACTICES STAFFING,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,IBM GLOBAL SERVICES,"£30,392"
Sept Transparency 654,07/09/2021,OPS WDC WSD CE BLACK COUNTRY DISTRICT OFFICE,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,RECRO CONSULTING LTD,"£30,210"
Sept Transparency 655,23/09/2021,DIG WORKPLACE COMPUTING SERVICE,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - EQUIPMENT,COMPUTACENTER UK LTD,"£30,186"
Sept Transparency 656,01/09/2021,FG CS HS HDAS NON CONTRACT,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING SOFTWARE LICENCES,INVOLVE VISUAL COLLABORATION LTD,"£30,000"
Sept Transparency 657,28/09/2021,DIG INTEGRATION PLATFORMS FILE TRANSFER,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,IBM UK LTD,"£29,940"
Sept Transparency 658,08/09/2021,DIG ITLR - CONNECTIVITY - PSNC - DELA,AI - PFI - RENTALS UNDER NON-PFI OPERATING LEASES - P&M - CONNECTIVITY,BT GLOBAL SERVICES,"£29,768"
Sept Transparency 659,17/09/2021,DIG TBPS PROJECT,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,WILLIAMS LEA CCM LTD,"£29,703"
Sept Transparency 660,13/09/2021,FG CD ESTATES COSTS,EXP - PURCHASE OF GOODS/SERVICES - ACCOMM & BLDNG MGMT - FURNITURE & FITTINGS,GRESHAM OFFICE FURNITURE LTD,"£29,602"
Sept Transparency 661,01/09/2021,DIG WA TACTICAL TRANSFORMATION DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,VALTECH LTD,"£29,520"
Sept Transparency 662,20/09/2021,DIG PUBLIC CLOUD DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,QA LTD,"£29,492"
Sept Transparency 663,28/09/2021,OPS WDC WSD SE DEVON CORNWALL & SOMERSET DO,EXP - CURRENT GRANTS - NPISH - LOCAL PARTNERSHIPS,TORBAY COUNCIL,"£29,355"
Sept Transparency 664,09/09/2021,DIG MS OFFICE SERVICE,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,UBDS IT CONSULTING LTD,"£29,091"
Sept Transparency 665,28/09/2021,DIG WORKPLACE COMPUTING SERVICE,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - EQUIPMENT,COMPUTACENTER UK LTD,"£29,088"
Sept Transparency 666,28/09/2021,FG CD ACC POSTAGE,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,UK MAIL,"£29,056"
Sept Transparency 667,30/09/2021,DIG BASELINE RUN - HEALTH AND DISABILITY DEL P,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,CAPGEMINI UK PLC,"£29,048"
Sept Transparency 668,03/09/2021,STR DISABILITY & EMPLOYMENT SUPPORT,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - PRINTING,ALLIED PUBLICITY SERVICES MANCHESTER LTD CCS,"£28,977"
Sept Transparency 669,07/09/2021,DIG WORKPLACE COMPUTING SERVICE,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - EQUIPMENT,COMPUTACENTER UK LTD,"£28,930"
Sept Transparency 670,06/09/2021,FG FIN CONT SHARED SERVICES CHANGE REQUESTS,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - ACCOUNTING,SHARED SERVICES CONNECTED LTD,"£28,904"
Sept Transparency 671,21/09/2021,FG FIN CONT SHARED SERVICES CHANGE REQUESTS,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - ACCOUNTING,SHARED SERVICES CONNECTED LTD,"£28,904"
Sept Transparency 672,20/09/2021,OPS WDC WSD NW GM EMPLOYERS & PARTNERSHIPS TEAM,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,SKILLSMAX LTD#ZANZIBAR,"£28,860"
Sept Transparency 673,22/09/2021,FG FIN CONT SHARED SERVICES CHANGE REQUESTS,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - ACCOUNTING,SHARED SERVICES CONNECTED LTD,"£28,711"
Sept Transparency 674,02/09/2021,DIG PUBLIC CLOUD DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,AMAZON WEB SERVICES EMEA SARL,"£28,697"
Sept Transparency 675,30/09/2021,DIG ACCESSIBILITY SERVICE,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - EQUIPMENT,COMPUTACENTER UK LTD,"£28,624"
Sept Transparency 676,23/09/2021,DIG CHANNELS SERVICES IN LIEU,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,IBM UK LTD,"£28,608"
Sept Transparency 677,15/09/2021,DIG BULK PRINT SERVICE DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,WILLIAMS LEA CCM LTD,"£28,310"
Sept Transparency 678,27/09/2021,DIG DIGITAL UC WORKING AGE LEEDS DEL P,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,TATA CONSULTANCY SERVICES LTD,"£28,224"
