Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,PO Line Description ,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,,
Department of Health and Social Care,Department of Health and Social Care,05/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BOLLE BRANDS UK,INUK40048545," 1,000,000.00 ",,KT9 2NY,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,08/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BOLLE BRANDS UK,INUK40048544," 1,000,000.00 ",,KT9 2NY,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,14/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BOLLE BRANDS UK,INUK40052921," 1,000,000.00 ",,KT9 2NY,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,14/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BOLLE BRANDS UK,INUK40053659," 1,000,000.00 ",,KT9 2NY,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,14/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BOLLE BRANDS UK,INUK40053909," 1,000,000.00 ",,KT9 2NY,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,26/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BOLLE BRANDS UK,INUK40055102," 1,000,000.00 ",,KT9 2NY,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,28/10/2020,Revenue Grants to local authorities,GLOBAL AND PUBLIC HEALTH,BOLTON METROPOLITAN BOROUGH COUNCIL,ERS-647470-198487," 2,300,400.00 ",,BL1 1RX,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,28/10/2020,Revenue Grants to local authorities,GLOBAL AND PUBLIC HEALTH,BRADFORD CITY COUNCIL,ERS-647471-198488," 1,619,328.00 ",,BD1 1HX,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-646361-197761," 76,344.00 ",,WF3 1WE,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,02/10/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-645534-197045," 154,300.00 ",,WF3 1WE,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,26/10/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-647341-198341," 144,880.00 ",,WF3 1WE,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-646175-197525," 76,886.00 ",,WF3 1WE,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,02/10/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-645520-197044," 55,125.00 ",,WF3 1WE,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,28/10/2020,Consultancy/Professional Advice,GLOBAL AND PUBLIC HEALTH,BRAMBLE HUB LTD PREVIOUSLY BRAMBLE CC LTD,10577," 1,123.08 ",,SE1 7SP,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,28/10/2020,Consultancy/Professional Advice,GLOBAL AND PUBLIC HEALTH,BRAMBLE HUB LTD PREVIOUSLY BRAMBLE CC LTD,10577," 6,930.00 ",,SE1 7SP,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,28/10/2020,Consultancy/Professional Advice,GLOBAL AND PUBLIC HEALTH,BRAMBLE HUB LTD PREVIOUSLY BRAMBLE CC LTD,10577," 38,850.00 ",,SE1 7SP,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,28/10/2020,Professional fees,GLOBAL AND PUBLIC HEALTH,BRAMBLE HUB LTD PREVIOUSLY BRAMBLE CC LTD,10579," 693,921.74 ",,SE1 7SP,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,29/10/2020,Professional fees,GLOBAL AND PUBLIC HEALTH,BRAMBLE HUB LTD PREVIOUSLY BRAMBLE CC LTD,10430,-0.02 ,,SE1 7SP,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,31/10/2020,Professional fees,GLOBAL AND PUBLIC HEALTH,BRAMBLE HUB LTD PREVIOUSLY BRAMBLE CC LTD,10456, 0.32 ,,SE1 7SP,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,31/10/2020,Professional fees,GLOBAL AND PUBLIC HEALTH,BRAMBLE HUB LTD PREVIOUSLY BRAMBLE CC LTD,10456," 28,569.24 ",,SE1 7SP,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,31/10/2020,Professional fees,GLOBAL AND PUBLIC HEALTH,BRAMBLE HUB LTD PREVIOUSLY BRAMBLE CC LTD,10456," 30,232.08 ",,SE1 7SP,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,29/10/2020,Professional fees,GLOBAL AND PUBLIC HEALTH,BRAMBLE HUB LTD PREVIOUSLY BRAMBLE CC LTD,10430," 93,870.36 ",,SE1 7SP,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,31/10/2020,Professional fees,GLOBAL AND PUBLIC HEALTH,BRAMBLE HUB LTD PREVIOUSLY BRAMBLE CC LTD,10456," 104,300.40 ",,SE1 7SP,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,31/10/2020,Professional fees,GLOBAL AND PUBLIC HEALTH,BRAMBLE HUB LTD PREVIOUSLY BRAMBLE CC LTD,10456," 105,434.10 ",,SE1 7SP,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,29/10/2020,Professional fees,GLOBAL AND PUBLIC HEALTH,BRAMBLE HUB LTD PREVIOUSLY BRAMBLE CC LTD,10430," 105,812.28 ",,SE1 7SP,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,29/10/2020,Professional fees,GLOBAL AND PUBLIC HEALTH,BRAMBLE HUB LTD PREVIOUSLY BRAMBLE CC LTD,10430," 210,868.20 ",,SE1 7SP,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,29/10/2020,Professional fees,GLOBAL AND PUBLIC HEALTH,BRAMBLE HUB LTD PREVIOUSLY BRAMBLE CC LTD,10430," 262,451.56 ",,SE1 7SP,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,28/10/2020,Revenue Grants to local authorities,GLOBAL AND PUBLIC HEALTH,BRENT LONDON BOROUGH COUNCIL,ERS-647472-198530," 989,313.00 ",,HA9 8AD,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,26/10/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BRISTOL UNIVERSITY OF,ERS-647357-198359," 155,476.35 ",,BS8 1TH,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BRISTOL UNIVERSITY OF,ERS-646299-197623," 43,568.00 ",,BS8 1TH,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,27/10/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BRISTOL UNIVERSITY OF,ERS-647373-198402," 68,000.00 ",,BS8 1TH,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,28/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BRITISH AIRWAYS PLC,665093399," 2,303,260.87 ",Freight Charges  ,,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,23/10/2020,Addition Clearing - OLB,FINANCE AND GROUP OPERATIONS,BRITISH COUNCIL,90528648," 1,023,151.28 ",,SW1A 2BN,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,08/10/2020,Revenue Grants to non-profit institutions,COMMUNITY CARE,BRITISH INSTITUTE OF LEARNING DISABILITIES,ERS-645922-197364," 145,055.00 ",,B15 2SQ,VCS,,,,,
Department of Health and Social Care,Department of Health and Social Care,28/10/2020,Revenue Grants to local authorities,GLOBAL AND PUBLIC HEALTH,BROMLEY LONDON BOROUGH COUNCIL,ERS-647473-198489," 997,008.00 ",,BR1 3UH,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,15/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BURBERRY LTD,915692561," 20,628.00 ",PPE - Gowns,,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,15/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BURBERRY LTD,915692561," 10,314.00 ",PPE - Gowns,,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,15/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BURBERRY LTD,915692561," 10,314.00 ",PPE - Gowns,,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,15/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BURBERRY LTD,915692561," 10,314.00 ",PPE - Gowns,,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,28/10/2020,Revenue Grants to local authorities,GLOBAL AND PUBLIC HEALTH,BURY METROPOLITAN BOROUGH COUNCIL,ERS-647474-198490," 1,527,920.00 ",,BL9 0SP,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,16/10/2020,Fast streamers,FINANCE AND GROUP OPERATIONS,CABINET OFFICE,3797410," 39,505.00 ",,FY5 3FW,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,16/10/2020,Fast streamers,FINANCE AND GROUP OPERATIONS,CABINET OFFICE,3797393," 535,304.00 ",,FY5 3FW,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,07/10/2020,Other programme expenditure,GLOBAL AND PUBLIC HEALTH,CAK,660018475," 3,466,667.90 ",,RH10 1UH,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2020,Conferences & seminars,GLOBAL AND PUBLIC HEALTH,CALDER CONFERENCES LTD,402260, 0.02 ,,LS16 6RF,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,08/10/2020,Conferences & seminars,GLOBAL AND PUBLIC HEALTH,CALDER CONFERENCES LTD,401913," 2,450.03 ",,LS16 6RF,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2020,Conferences & seminars,GLOBAL AND PUBLIC HEALTH,CALDER CONFERENCES LTD,402261," 4,542.82 ",,LS16 6RF,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2020,Conferences & seminars,GLOBAL AND PUBLIC HEALTH,CALDER CONFERENCES LTD,402259," 5,722.99 ",,LS16 6RF,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,08/10/2020,Conferences & seminars,GLOBAL AND PUBLIC HEALTH,CALDER CONFERENCES LTD,401913," 25,410.00 ",,LS16 6RF,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2020,Conferences & seminars,GLOBAL AND PUBLIC HEALTH,CALDER CONFERENCES LTD,402261," 26,137.07 ",,LS16 6RF,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,23/10/2020,Conferences & seminars,GLOBAL AND PUBLIC HEALTH,CALDER CONFERENCES LTD,402726," 26,205.02 ",,LS16 6RF,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,01/10/2020,Conferences & seminars,GLOBAL AND PUBLIC HEALTH,CALDER CONFERENCES LTD,401912," 28,770.02 ",,LS16 6RF,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2020,Conferences & seminars,GLOBAL AND PUBLIC HEALTH,CALDER CONFERENCES LTD,402259," 30,149.02 ",,LS16 6RF,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2020,Conferences & seminars,GLOBAL AND PUBLIC HEALTH,CALDER CONFERENCES LTD,402260," 34,102.98 ",,LS16 6RF,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,01/10/2020,Conferences & seminars,GLOBAL AND PUBLIC HEALTH,CALDER CONFERENCES LTD,402258," 38,173.00 ",,LS16 6RF,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,23/10/2020,Conferences & seminars,GLOBAL AND PUBLIC HEALTH,CALDER CONFERENCES LTD,402670," 44,072.99 ",,LS16 6RF,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,08/10/2020,Conferences & seminars,GLOBAL AND PUBLIC HEALTH,CALDER CONFERENCES LTD,401913,-0.03 ,,LS16 6RF,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,01/10/2020,Conferences & seminars,GLOBAL AND PUBLIC HEALTH,CALDER CONFERENCES LTD,401912,-0.02 ,,LS16 6RF,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,23/10/2020,VAT dr (ST),Holding CT Core,CALDER CONFERENCES LTD,402726,-0.02 ,,LS16 6RF,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2020,Conferences & seminars,GLOBAL AND PUBLIC HEALTH,CALDER CONFERENCES LTD,402259,-0.01 ,,LS16 6RF,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,23/10/2020,Conferences & seminars,GLOBAL AND PUBLIC HEALTH,CALDER CONFERENCES LTD,402670, 0.01 ,,LS16 6RF,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2020,Conferences & seminars,GLOBAL AND PUBLIC HEALTH,CALDER CONFERENCES LTD,402261, 0.11 ,,LS16 6RF,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,12/10/2020,Additions-PDC permanent,Holding CT Core,CALDERDALE & HUDDERSFIELD NHS FOUNDATION TRUST,HAFS-31302," 153,000.00 ",,HD3 3EA,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,28/10/2020,Revenue Grants to local authorities,GLOBAL AND PUBLIC HEALTH,CALDERDALE METROPOLITAN BOROUGH COUNCIL,ERS-647475-198491," 634,365.00 ",,HX1 1TP,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-646278-197536," 2,425,149.00 ",,CB2 0QQ,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-646248-197535," 196,439.00 ",,CB2 0QQ,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-646201-197534," 239,942.00 ",,CB2 0QQ,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,02/10/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,CAMBRIDGE UNIVERSITY OF,ERS-645501-197076," 25,500.00 ",,CB2 1TN,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,CAMBRIDGE UNIVERSITY OF,ERS-646289-197624," 124,619.00 ",,CB2 1TN,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,27/10/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,CAMBRIDGE UNIVERSITY OF,ERS-647377-198421," 60,000.00 ",,CB2 1TN,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,02/10/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,ERS-645528-197065," 150,001.00 ",,CB1 5EE,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,ERS-646202-197585," 33,588.00 ",,CB1 5EE,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,16/10/2020,Provider reverse loan interest,Holding CT Core,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,REVERSE LOAN INTEREST-DHPF/REVSE/RT1/2018-03-28/A," 505,500.00 ",,CB1 5EE,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,CAMDEN AND ISLINGTON NHS FOUNDATION TRUST,ERS-646296-197637," 29,927.86 ",,NW1 0PE,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,28/10/2020,Revenue Grants to local authorities,GLOBAL AND PUBLIC HEALTH,CAMDEN LONDON BOROUGH COUNCIL,ERS-647476-198492," 810,087.00 ",,WC1H 8NG,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2020,Revenue Grants to non-profit institutions,COMMUNITY CARE,CAMPAIGN AGAINST LIVING MISERABLY,ERS-646334-197661," 60,119.00 ",,SE1P 4JZ,VCS,,,,,
Department of Health and Social Care,Department of Health and Social Care,06/10/2020,Revenue Grants to non-profit institutions,COMMUNITY CARE,CAMPAIGN AGAINST LIVING MISERABLY,ERS-645620-197121," 65,619.00 ",,SE1P 4JZ,VCS,,,,,
Department of Health and Social Care,Department of Health and Social Care,01/10/2020,ENDPBs Admin Revenue Grant in Aid,Holding CT Core,CARE QUALITY COMMISSION (CQC) CQC033,HAFS-31278," 10,742,000.00 ",,NE1 4PA,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,23/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,CARGO SERVICES FAR EAST LIMITED,664150706," 3,312,551.49 ",Warehousing and Storage Charges,,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,23/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,CARGO SERVICES FAR EAST LIMITED,664150706," 3,312,551.49 ",,RH10 1UH,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,22/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,CARGO SERVICES FAR EAST LIMITED,663705756," 12,887,897.60 ",Warehousing and Storage Charges,,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,15/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,CARLTON PACKAGING LLP,305993," 28,339.20 ",,MK15 8HQ,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,05/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,CARLTON PACKAGING LLP,308491," 31,587.96 ",,MK15 8HQ,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,16/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,CARLTON PACKAGING LLP,310958," 136,532.52 ",,MK15 8HQ,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,08/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,CARLTON PACKAGING LLP,306985," 138,841.57 ",,MK15 8HQ,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,05/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,CARLTON PACKAGING LLP,307254," 143,948.16 ",,MK15 8HQ,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,15/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,CARLTON PACKAGING LLP,306464," 162,590.70 ",,MK15 8HQ,LARGE,,,,,
