Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,PO Line Description ,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,,
Department of Health and Social Care,Department of Health and Social Care,11/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2235582," 6,159.30 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,06/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2231850," 6,159.30 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,09/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2231841," 6,159.30 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,20/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2229134," 6,159.30 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,14/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2215396," 6,149.16 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,07/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2235510," 6,118.01 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2247813," 6,048.58 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2247810," 6,048.58 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,15/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2219666," 6,048.58 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2239074," 5,969.64 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,21/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2242735," 5,820.66 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,08/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2235540," 5,617.20 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,19/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2245254," 5,604.92 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,07/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2235533," 5,573.23 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,08/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2235583," 5,543.34 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,06/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2235489," 5,543.34 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,06/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2231851," 5,543.34 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,12/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2239216," 5,543.28 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,19/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2247864," 5,476.82 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,14/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2239101," 5,453.76 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,19/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2235513," 5,453.76 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,14/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2231775," 5,453.76 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,19/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2229066," 5,453.76 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,20/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2226510," 5,453.76 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,20/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2223960," 5,453.76 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,22/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2242642," 5,389.38 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2245251," 5,292.50 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2239136," 5,292.50 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,08/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2235549," 5,292.50 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,08/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2235544," 5,292.50 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,11/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2235565," 5,124.30 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,20/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2242641," 5,112.24 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,14/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2235485," 5,112.24 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,14/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2231747," 5,112.24 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,14/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2229038," 5,112.24 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,06/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2235486," 5,081.47 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,09/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2231749," 5,081.47 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2247805," 5,040.48 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,27/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2245150," 5,040.48 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,11/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2239159," 5,040.48 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,11/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2239154," 5,040.48 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,11/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2235570," 5,040.48 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,06/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2235494," 5,040.48 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,12/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2242738," 5,021.99 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,15/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2239071," 4,933.33 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,12/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2239232," 4,927.44 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,11/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2239172," 4,927.44 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,20/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2235637," 4,927.44 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,06/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2235609," 4,927.44 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,09/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2231908," 4,927.44 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,05/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2229191," 4,927.44 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,20/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2226628," 4,927.44 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,28/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2224071," 4,927.44 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,20/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2221898," 4,927.44 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,28/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2219743," 4,927.44 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,21/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2239077," 4,907.75 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,22/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2239096," 4,841.21 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,07/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2235508," 4,841.21 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,21/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2229169," 4,788.48 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,28/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2242696," 4,788.46 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,27/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2245164," 4,777.06 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Contractor/ Staff Substitution,Finance and Group Operations,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2239179," 4,742.70 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,08/01/2021,Contractor/ Staff Substitution,Finance and Group Operations,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2235589," 4,742.70 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,06/01/2021,Contractor/ Staff Substitution,Finance and Group Operations,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2231858," 4,742.70 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,11/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2235618," 4,725.48 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,11/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2239098," 4,706.16 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,11/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2239093," 4,696.07 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,06/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2231836," 4,681.50 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,11/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2235635," 4,564.02 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,12/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2239229," 4,554.89 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2239183," 4,536.43 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,08/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2235554," 4,536.43 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,09/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2231839," 4,536.43 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,05/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2226615," 4,504.90 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,19/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2235515," 4,500.00 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,09/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2231778," 4,500.00 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,09/01/2021,Contractor/ Staff Substitution,Adult Social Care,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2231734," 4,500.00 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,21/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2242734," 4,493.76 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,06/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2235505," 4,491.90 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2247858," 4,465.50 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,12/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2239224," 4,465.50 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,11/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2235629," 4,465.50 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,12/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2239205," 4,434.70 ",,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2197194," 4,434.67 ",,EC2N 3AQ,Large,,,,,
